accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type
BML4832566,BML01736,3899901,COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC(=C(C=C2OC)OC)OC)O,10.135,min,VHCQVGQULWFQTM-UHFFFAOYSA-N,[M-H]-
BML6219755,BML01845;BML01835,4174840,C1CNC(=O)C2=C1C3=C(N2)C(=CC=C3)Cl,7.067,min,ILCLBYYAGZLAGC-UHFFFAOYSA-N,[M-H]-
BML1778965,BML01588;BML01581;BML01574,4315245,CN(CCC#N)CC1=CC(=O)OC2=C1C=CC(=C2)OC,6.961,min,FMDMLXZPCLVWSQ-UHFFFAOYSA-N,[M-H]-
BML3439215,BML00207;BML00220,4435675,COC1=C(C=C2C(=C1)C3=C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)CO)OC,9.449,min,ZHDJHNSKUYZDCF-UHFFFAOYSA-N,[M-H]-
BML4303651,BML01624;BML01632;BML01616,4485132,C1C2C(C3=C(O1)C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6,6.68,min,VGSYCWGXBYZLLE-UHFFFAOYSA-N,[M-H]-
BML4930777,BML00893;BML00898;BML00903,4570635,CC1(CC2=C(C(NC3=CC=CC=C3N2)C4=C(C=CC(=C4Br)OC)OC)C(=O)C1)C,8.283,min,AHTIKTYAZWVOGR-UHFFFAOYSA-N,[M-H]-
BML0274938,BML00855;BML00848;BML00862,4660579,CC1(CCC2(CCC3(C(=CCC4C3(CC(C5C4(CCC(C5(C)C)O)C)O)C)C2C1)C)C(=O)O)C,11.291,min,KLHSKTMVSOWVLD-UHFFFAOYSA-N,[M-H]-
BML9863854,BML01512;BML01528;BML01520,5106787,C1C(OC2=C(C1=O)C=C(C=C2)O)C3=CC=CC=C3O,6.828,min,JMSUEPQZGKBECJ-UHFFFAOYSA-N,[M-H]-
BML0663081,BML01856;BML01846;BML01836,5271551,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)OC,7.515,min,REBBZOCNEVVAPX-UHFFFAOYSA-N,[M-H]-
BML9134873,BML00198;BML00211,5273569,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O,4.007,min,HAVWRBANWNTOJX-UHFFFAOYSA-N,[M-H]-
BML4538559,BML01862;BML00143,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,6.625,min,REFJWTPEDVJJIY-UHFFFAOYSA-N,[M-H]-
BML1097693,BML00777;BML00772;BML00767,5280373,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,8.408,min,WUADCCWRTIWANL-UHFFFAOYSA-N,[M-H]-
BML6205348,BML00230;BML00217;BML00204,5280378,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,7.823,min,HKQYGTCOTHHOMP-UHFFFAOYSA-N,[M-H]-
BML9214693,BML00854;BML00847;BML00861,5280442,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,8.982,min,DANYIYRPLHHOCZ-UHFFFAOYSA-N,[M-H]-
BML4893112,BML00444;BML00454;BML00464,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,7.806,min,KZNIFHPLKGYRTM-UHFFFAOYSA-N,[M-H]-
BML2825813,BML00136;BML00144;BML00151,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,7.144,min,IQPNAANSBPBGFQ-UHFFFAOYSA-N,[M-H]-
BML0058452,BML00390;BML00378;BML00384,5280460,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,4.63,min,RODXRVNMMDRFIK-UHFFFAOYSA-N,[M-H]-
BML0849987,BML01628;BML01636;BML01620,5280666,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,8.058,min,SCZVLDHREVKTSH-UHFFFAOYSA-N,[M-H]-
BML6976498,BML00260;BML00274;BML00267,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,7.453,min,IYRMWMYZSQPJKC-UHFFFAOYSA-N,[M-H]-
BML0740994,BML01065;BML01068;BML01062,5280953,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,4.509,min,BXNJHAXVSOCGBA-UHFFFAOYSA-N,[M-H]-
BML8977348,BML00214;BML00227;BML00201,5281406,COC1=C(C=C2C(=C1)C=C(C(=O)O2)OC3=CC4=C(C=C3)C=CC(=O)O4)O,7.458,min,JRHMMVBOTXEHGJ-UHFFFAOYSA-N,[M-H]-
BML9068310,BML01674;BML01684,5281416,C1=CC(=O)OC2=CC(=C(C=C21)O)O,3.125,min,ILEDWLMCKZNDJK-UHFFFAOYSA-N,[M-H]-
BML0627157,BML01063;BML01069;BML01066,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,8.643,min,RTIXKCRFFJGDFG-UHFFFAOYSA-N,[M-H]-
BML6426447,BML00337;BML00332;BML00342,5281611,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O,7.03,min,OBWHQJYOOCRPST-UHFFFAOYSA-N,[M-H]-
BML0209735,BML00306;BML00310,5281614,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,6.24,min,XHEFDIBZLJXQHF-UHFFFAOYSA-N,[M-H]-
BML8531085,BML00694;BML00678;BML00686,5281650,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)O)OC)CC=C(C)C)O)C,11.171,min,GNRIZKKCNOBBMO-UHFFFAOYSA-N,[M-H]-
BML8618620,BML01860;BML01850;BML01840,5281666,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,8.763,min,SQFSKOYWJBQGKQ-UHFFFAOYSA-N,[M-H]-
BML6192851,BML00134;BML00149;BML00142,5291488,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,5.612,min,PEFNSGRTCBGNAN-UHFFFAOYSA-N,[M-H]-
BML9353037,BML00148;BML00141;BML00133,5293655,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,5.341,min,IKGXIBQEEMLURG-UHFFFAOYSA-N,[M-H]-
BML3998084,BML01848;BML01838,5318997,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O,7.927,min,TZJALUIVHRYQQB-XLRXWWTNSA-N,[M-H]-
BML8651832,BML00044;BML00052;BML00060,5338262,C/C(=C\COC1=CC(=O)NC2=CC=CC=C21)/CCC(C(C)(C)O)O,8.276,min,PBWIOAMUZKICDN-JLHYYAGUSA-N,[M-H]-
BML1935503,BML00495;BML00503;BML00511,5351506,C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O,2.834,min,XHCADAYNFIFUHF-UHFFFAOYSA-N,[M-H]-
BML7547269,BML01307;BML01302;BML01312,5357218,C1=CC=C(C(=C1)C(=O)/C=C/C2=CC=C(C=C2)O)O,8.359,min,FGPJTMCJNPRZGF-JXMROGBWSA-N,[M-H]-
BML1096583,BML00199;BML00212;BML00225,5358913,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O,6.693,min,LFEUICHQZGNOHD-UHFFFAOYSA-N,[M-H]-
BML1360762,BML01688;BML01698;BML01678,5378832,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)OC,8.273,min,LTSJJOKAWSCMBC-UHFFFAOYSA-N,[M-H]-
BML9837744,BML00266;BML00259;BML00273,5391140,C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(O2)C=C(C=C3)O,7.394,min,DYARIVMCYYQNNQ-UHFFFAOYSA-N,[M-H]-
BML4091519,BML00339;BML00334,5391151,CC1=C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=CC=C3,8.514,min,SUNCCQBNDWHMPR-UHFFFAOYSA-N,[M-H]-
BML8462630,BML01523;BML01515;BML01531,5393153,COC1=CC=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,8.607,min,PTXIWVJSAQPKEY-UHFFFAOYSA-N,[M-H]-
BML6238906,BML01619;BML01627;BML01635,5489485,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC)O)O,7.905,min,IBXCKSUZOFKGSB-UHFFFAOYSA-N,[M-H]-
BML8686421,BML01786;BML01792;BML01798,5874704,CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC=C(C=C5)O)O)O)CO)O)O)O)O)O,5.149,min,LYGPBZVKGHHTIE-UHFFFAOYSA-N,[M-H]-
BML1455945,BML01300;BML01305;BML01310,6078194,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)OC4C(C(C(C(O4)CO)O)O)O,5.732,min,ISQRJFLLIDGZEP-UHFFFAOYSA-N,[M-H]-
BML9975680,BML01859;BML01839;BML01849,6250403,COC1=CC(=CC(=C1OC)OC)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O,8.669,min,NJNGYVOYOVPWBB-UHFFFAOYSA-N,[M-H]-
BML5506728,BML01749;BML01735;BML01742,6312947,C1=CC=C(C=C1)C2=C(C(=O)OC3=C2C=CC(=C3)O)C4=CC=CC=C4Cl,9.299,min,JBSCMIAEEWZQBR-UHFFFAOYSA-N,[M-H]-
BML4971410,BML01794;BML01800;BML01788,9974764,COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC(=C(C=C2)O)OC)OC,7.788,min,BAHHZVVNFAOLAZ-SOFGYWHQSA-N,[M-H]-
BML2633090,BML01633;BML01625;BML01617,20106108,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(C4=C(C(=C3)O)C(=O)C(=C(O4)C5=CC(=C(C=C5)O)OC)O)O)COC(=O)C)O)O)O)O)O,7.186,min,LLPAOCBYQCXXKS-UHFFFAOYSA-N,[M-H]-
BML7582626,BML01697;BML01687;BML01677,20106119,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)OC)O)O)O)O)O)O,6.612,min,PYPKJBUJNZMSTH-UHFFFAOYSA-N,[M-H]-
BML4211766,BML01629;BML01621;BML01637,24208689,C/C=C/C(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)OC)O)O)O)O,8.482,min,OAZSPRBLFZZMMR-ONEGZZNKSA-N,[M-H]-
BML0137303,BML00986;BML01002;BML00994,135398658,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,3.998,min,OVBPIULPVIDEAO-LBPRGKRZSA-N,[M-H]-
BML4376316,BML01797;BML01791;BML01785,135407017,CC(C)C(=O)NC1=NC2=C(C(=O)N1)N=CN2[C@H]3C[C@@H]([C@H](O3)CO)O,4.289,min,SIDXEQFMTMICKG-DJLDLDEBSA-N,[M-H]-
