accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey
LU698592,LU042956;LU042954;LU042951;LU042953;LU042955;LU042952,6230,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,17.613,min,VIKNJXKGJWUCNN-XGXHKTLJSA-N
LU289096,LU092656;LU092654;LU092653;LU092655;LU092651;LU092652,6269,CC1=CC=C(C=C1)S(=O)(=O)N,16.031,min,LMYRWZFENFIFIT-UHFFFAOYSA-N
LU346077,LU043155;LU043151;LU043154;LU043156;LU043153;LU043152,6318,C1=CC(=CC=C1C(=O)O)Cl,16.528,min,XRHGYUZYPHTUJZ-UHFFFAOYSA-N
LU455916,LU044955;LU044952;LU044953;LU044956;LU044951;LU044954,6466,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,13.063,min,IXORZMNAPKEEDV-OBDJNFEBSA-N
LU297848,LU087051;LU087052;LU087053;LU087056;LU087055;LU087054,6613,CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O,8.073,min,GHOKWGTUZJEAQD-ZETCQYMHSA-N
LU924796,LU049553;LU049555;LU049556;LU049554;LU049552;LU049551,6618,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,19.39,min,VEORPZCZECFIRK-UHFFFAOYSA-N
LU960416,LU054753;LU054756;LU054752;LU054755;LU054751;LU054754,6619,CC(C)(C1=CC(=C(C(=C1)Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl,19.009,min,KYPYTERUKNKOLP-UHFFFAOYSA-N
LU141981,LU055155;LU055151;LU055156;LU055153;LU055152;LU055154,6626,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,13.529,min,VPWNQTHUCYMVMZ-UHFFFAOYSA-N
LU998036,LU076055;LU076052;LU076054;LU076053;LU076056;LU076051,6683,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O,19.032,min,BBNQQADTFFCFGB-UHFFFAOYSA-N
LU359926,LU099856;LU099851;LU099855;LU099853;LU099852;LU099854,6777,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,15.542,min,VOWAEIGWURALJQ-UHFFFAOYSA-N
LU032884,LU101451;LU101455;LU101452;LU101456;LU101454;LU101453,6781,CCOC(=O)C1=CC=CC=C1C(=O)OCC,16.054,min,FLKPEMZONWLCSK-UHFFFAOYSA-N
LU412907,LU075555;LU075556;LU075552;LU075553;LU075554;LU075551,6812,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,12.943,min,PSZYNBSKGUBXEH-UHFFFAOYSA-N
LU703009,LU114555;LU114554;LU114551;LU114556;LU114552;LU114553,6867,CC1=CC(=O)OC2=C1C=CC(=C2)N(C)C,15.736,min,GZEYLLPOQRZUDF-UHFFFAOYSA-N
LU362779,LU115553;LU115556;LU115551;LU115552;LU115555;LU115554,6872,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O,16.915,min,WKEDVNSFRWHDNR-UHFFFAOYSA-N
LU136673,LU099553;LU099554;LU099552;LU099555;LU099556;LU099551,6914,C1=C(C=C(C(=C1Cl)O)Cl)Cl,18.535,min,LINPIYWFGCPVIE-UHFFFAOYSA-N
LU710432,LU089955;LU089952;LU089953;LU089956;LU089951;LU089954,6924,CC1=CC=CC=C1S(=O)(=O)N,16.168,min,YCMLQMDWSXFTIF-UHFFFAOYSA-N
LU551539,LU115652;LU115655;LU115651;LU115653;LU115656;LU115654,6931,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],16.517,min,ZEFMBAFMCSYJOO-UHFFFAOYSA-N
LU096730,LU132951;LU132953;LU132952;LU132954;LU132956;LU132955,6934,CC1=CC(=C(C=C1)N)S(=O)(=O)O,6.262,min,LTPSRQRIPCVMKQ-UHFFFAOYSA-N
LU990460,LU081452;LU081456;LU081454;LU081451;LU081455;LU081453,6938,CC1=CC(=C(C=C1)S(=O)(=O)O)C,12.71,min,CHZLVSBMXZSPNN-UHFFFAOYSA-N
LU922247,LU080651;LU080656;LU080653;LU080655;LU080654;LU080652,6946,C1=CC=C(C(=C1)N)[N+](=O)[O-],14.935,min,DPJCXCZTLWNFOH-UHFFFAOYSA-N
LU802714,LU112454;LU112455;LU112451;LU112452;LU112456;LU112453,6947,C1=CC=C(C(=C1)[N+](=O)[O-])O,13.886,min,IQUPABOKLQSFBK-UHFFFAOYSA-N
LU321161,LU083854;LU083852;LU083853;LU083856;LU083855;LU083851,6950,CCC(C)C1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],18.834,min,OWZPCEFYPSAJFR-UHFFFAOYSA-N
LU732596,LU056552;LU056551,6951,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)C(=O)O)Cl,15.456,min,AUAXYMOBWXOEQD-UHFFFAOYSA-N
LU464485,LU083353;LU083351;LU083355;LU083352;LU083354;LU083356,6982,CC1=CC(=C(C=C1Cl)C(C)C)O,18.966,min,KFZXVMNBUMVKLN-UHFFFAOYSA-N
LU540258,LU113654;LU113656;LU113653;LU113655;LU113651;LU113652,7005,C1=CC=C2C(=C1)C=CC=C2O,17.597,min,KJCVRFUGPWSIIH-UHFFFAOYSA-N
LU543183,LU097053;LU097056;LU097051;LU097052;LU097054;LU097055,7017,C1=CC=C(C=C1)C2=CC=CC=C2O,17.822,min,LLEMOWNGBBNAJR-UHFFFAOYSA-N
LU026087,LU054452;LU054453;LU054456,7048,COC1=CC=CC=C1[N+](=O)[O-],14.758,min,CFBYEGUGFPZCNF-UHFFFAOYSA-N
LU064353,LU076651;LU076655;LU076654;LU076652;LU076653;LU076656,7049,C1=CC=C(C(=C1)C=O)S(=O)(=O)O,8.771,min,SHHKMWMIKILKQW-UHFFFAOYSA-N
LU664401,LU115454;LU115452;LU115455;LU115453;LU115451;LU115456,7103,C1=CC=C(C=C1)C2=CC=C(C=C2)O,17.822,min,YXVFYQXJAXKLAK-UHFFFAOYSA-N
LU317063,LU084655;LU084654;LU084651;LU084656;LU084653;LU084652,7104,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O,17.688,min,ALKYHXVLJMQRLQ-UHFFFAOYSA-N
LU842503,LU023456;LU133151;LU023452;LU023453;LU023451;LU133153;LU133156;LU023454;LU023455;LU133154;LU133152;LU133155,7117,C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C=C1O,7.766,min,VVPHSMHEYVOVLH-UHFFFAOYSA-N
LU397618,LU124351;LU124353;LU124355;LU124352;LU124356;LU124354,7122,CC(=O)C1=CC2=CC=CC=C2C=C1,17.822,min,XSAYZAUNJMRRIR-UHFFFAOYSA-N
LU298469,LU074451;LU074454;LU074456;LU074452;LU074453;LU074455,7169,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,16.174,min,FCJSHPDYVMKCHI-UHFFFAOYSA-N
LU670716,LU098953;LU098955;LU098954;LU098951;LU098952;LU098956,7175,CCCOC(=O)C1=CC=C(C=C1)O,16.598,min,QELSKZZBTMNZEB-UHFFFAOYSA-N
LU857800,LU078054;LU078055;LU078053;LU078051;LU078056;LU078052,7180,C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,17.501,min,MOZDKDIOPSPTBH-UHFFFAOYSA-N
LU700117,LU083955;LU083951;LU083952;LU083956;LU083953;LU083954,7184,CCCCOC(=O)C1=CC=C(C=C1)O,17.576,min,QFOHBWFCKVYLES-UHFFFAOYSA-N
LU748450,LU092252;LU092255;LU092256;LU092253;LU092251;LU092254,7195,C1=CC2=C(C=C1[N+](=O)[O-])NC=N2,10.075,min,XPAZGLFMMUODDK-UHFFFAOYSA-N
LU643151,LU057956;LU057954;LU057953;LU057952;LU057951;LU057955,7204,CC1=C(C=CC(=C1)Cl)OCC(=O)O,17.121,min,WHKUVVPPKQRRBV-UHFFFAOYSA-N
LU500333,LU057856;LU057852;LU057855;LU057853;LU057854;LU057851,7207,CC1=C(C=CC(=C1)Cl)OCCCC(=O)O,18.246,min,LLWADFLAOKUBDR-UHFFFAOYSA-N
LU560377,LU063452;LU063451;LU063455;LU063456;LU063454;LU063453,7220,C1=CC2=NNN=C2C=C1,11.955,min,QRUDEWIWKLJBPS-UHFFFAOYSA-N
LU148592,LU110752;LU067755;LU067753;LU110754;LU067756;LU067752;LU110756;LU110751;LU067754;LU110755;LU110753;LU067751,7271,C1=C(C(=CC(=C1Cl)Cl)Cl)O,18.535,min,LHJGJYXLEPZJPM-UHFFFAOYSA-N
LU464220,LU097251;LU097254;LU097252;LU097253;LU097256;LU097255,7311,CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,19.669,min,ICKWICRCANNIBI-UHFFFAOYSA-N
LU936340,LU068352;LU068354;LU068351;LU068355;LU068356;LU068353,7348,CCCCCCCCCCCC(=O)N(C)CC(=O)O,19.716,min,BACYUWVYYTXETD-UHFFFAOYSA-N
LU098142,LU136954;LU136953;LU136956;LU136951;LU136955;LU136952,7371,C1=CC=C(C=C1)S(=O)(=O)O,5.387,min,SRSXLGNVWSONIS-UHFFFAOYSA-N
LU447433,LU129055;LU129051;LU129056;LU129054;LU129053;LU129052,7381,CC(C)(C)C1=CC(=C(C=C1)O)O,16.444,min,XESZUVZBAMCAEJ-UHFFFAOYSA-N
LU684322,LU040656;LU040653;LU040652;LU040651;LU040655;LU040654,7389,C1=CC(=CC=C1N)[As](=O)(O)O,2.437,min,XKNKHVGWJDPIRJ-UHFFFAOYSA-N
LU478646,LU021856;LU021851;LU021853;LU021854;LU021855;LU021852,7403,CC(C)(C)C1=CC=C(C=C1)C(=O)O,17.227,min,KDVYCTOWXSLNNI-UHFFFAOYSA-N
LU467432,LU080252;LU080251;LU080253;LU080254,7418,CC1=CC=CC(=C1)C(=O)O,12.4,min,GPSDUZXPYCFOSQ-UHFFFAOYSA-N
LU587529,LU017951;LU017953;LU017952;LU017954,7430,C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],17.054,min,BIXZHMJUSMUDOQ-UHFFFAOYSA-N
LU106259,LU110655;LU110656;LU110654;LU110652;LU110653;LU110651,7456,COC(=O)C1=CC=C(C=C1)O,14.17,min,LXCFILQKKLGQFO-UHFFFAOYSA-N
LU666850,LU021452;LU021453;LU021456;LU021455;LU021454;LU021451,7469,CC(=O)C1=CC=C(C=C1)O,12.451,min,TXFPEBPIARQUIG-UHFFFAOYSA-N
LU725382,LU134052;LU134053;LU134054;LU134055;LU134056;LU134051,7475,C1=CC(=CC=C1N)[N+](=O)[O-],11.626,min,TYMLOMAKGOJONV-UHFFFAOYSA-N
LU606219,LU088955;LU088953;LU088952;LU088951;LU088954;LU088956,7489,C1=CC(=CC=C1C(=O)O)C(=O)O,13.283,min,KKEYFWRCBNTPAC-UHFFFAOYSA-N
LU541978,LU084554;LU084555;LU084553;LU084556;LU084552;LU084551,7594,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,11.634,min,OWRCNXZUPFZXOS-UHFFFAOYSA-N
LU334092,LU035955;LU035954;LU035956;LU035952;LU035951;LU035953,7656,C1=CC=C(C=C1)CNCC2=CC=CC=C2,19.451,min,BWLUMTFWVZZZND-UHFFFAOYSA-N
LU390943,LU039854;LU039852;LU039856;LU039851;LU039855;LU039853,7789,CCCCCCC(CCCCCCCCCCC(=O)O)O,20.158,min,ULQISTXYYBZJSJ-UHFFFAOYSA-N
LU613200,LU136154;LU136152;LU136151;LU136153,7812,C1=CC(=CC=C1N)Cl,14.489,min,QSNSCYSYFYORTR-UHFFFAOYSA-N
LU395604,LU041354;LU041352;LU041353;LU041351,8096,C(CSCCC(=O)O)C(=O)O,10.41,min,ODJQKYXPKWQWNK-UHFFFAOYSA-N
LU110310,LU024752;LU024751;LU024754;LU024755;LU024753,8266,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O,18.305,min,DJKGDNKYTKCJKD-UHFFFAOYSA-N
LU386231,LU113454;LU113456;LU113453;LU113451;LU113452;LU113455,8348,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2O,16.18,min,HJIAMFHSAAEUKR-UHFFFAOYSA-N
LU179190,LU114255;LU114252;LU114253;LU114254;LU114251,8359,C1=CC=C2C(=C1)C(=O)OC(=O)N2,12.141,min,TXJUTRJFNRYTHH-UHFFFAOYSA-N
LU917147,LU113856;LU113853;LU113854;LU113852;LU113855;LU113851,8361,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,17.076,min,ZQBAKBUEJOMQEX-UHFFFAOYSA-N
LU200444,LU096251;LU096253;LU096252;LU096256;LU096254;LU096255,8363,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,17.501,min,ZCTQGTTXIYCGGC-UHFFFAOYSA-N
LU882804,LU101651;LU101652;LU101655;LU101653;LU101656;LU101654,8419,COC1=C(C=C(C=C1)C=O)OC,15.443,min,WJUFSDZVCOTFON-UHFFFAOYSA-N
LU951637,LU062651;LU127353;LU127354;LU127351;LU127352;LU127355;LU062652;LU062654;LU062656;LU127356;LU062653;LU062655,8420,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,13.442,min,KVBGVZZKJNLNJU-UHFFFAOYSA-N
LU212074,LU060654;LU060656;LU060655;LU060652;LU060651;LU060653,8425,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,18.87,min,NCKMMSIFQUPKCK-UHFFFAOYSA-N
LU916370,LU094053;LU094054;LU094056;LU094051;LU094055;LU094052,8434,CCOC(=O)C1=CC=C(C=C1)O,15.443,min,NUVBSKCKDOMJSU-UHFFFAOYSA-N
LU273450,LU079754;LU079756;LU079753;LU079751;LU079752;LU079755,8449,C1=CC(=C(C=C1Cl)Cl)O,17.386,min,HFZWRUODUSTPEG-UHFFFAOYSA-N
LU523150,LU091452;LU091453;LU091455;LU091454;LU091451,8456,CC(C)(C)C1=C(C=CC(=C1)OC)O,18.144,min,MRBKEAMVRSLQPH-UHFFFAOYSA-N
LU063530,LU126851;LU126852;LU126854;LU126853;LU126855;LU126856,8458,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)O,17.574,min,ZDTXQHVBLWYPHS-UHFFFAOYSA-N
LU004737,LU087453;LU087451;LU087455;LU087456;LU087454;LU087452,8467,CCOC1=C(C=CC(=C1)C=O)O,15.443,min,CBOQJANXLMLOSS-UHFFFAOYSA-N
LU748011,LU086654;LU086652;LU086656;LU086655;LU086651;LU086653,8482,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,8.223,min,PKOFBDHYTMYVGJ-UHFFFAOYSA-N
LU460217,LU047351;LU047355;LU047352;LU074056;LU074054;LU074055;LU074052;LU047354;LU047353;LU074051;LU047356;LU074053,8497,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,14.466,min,AFPHTEQTJZKQAQ-UHFFFAOYSA-N
LU131888,LU129353;LU129351;LU129352;LU129355;LU129354;LU129356,8559,CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,16.901,min,MQHNKCZKNAJROC-UHFFFAOYSA-N
LU141465,LU100053;LU100055;LU100051;LU100052;LU100056;LU100054,8571,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,14.968,min,WXNRYSGJLQFHBR-UHFFFAOYSA-N
LU971884,LU134252;LU134254;LU134255;LU134251;LU134256;LU134253,8572,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,17.076,min,ZXDDPOHVAMWLBH-UHFFFAOYSA-N
LU965111,LU111356;LU111352;LU111355;LU111351;LU111353;LU111354,8575,CCCCOC(=O)C1=CC=CC=C1C(=O)O,16.054,min,YZBOVSFWWNVKRJ-UHFFFAOYSA-N
LU785790,LU105155;LU105156;LU105152;LU105154;LU105151;LU105153,8593,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,17.0,min,YTRMTPPVNRALON-UHFFFAOYSA-N
LU131983,LU092756;LU092751;LU092752;LU092754;LU092755;LU092753,8617,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,15.736,min,JTEDVYBZBROSJT-UHFFFAOYSA-N
LU524101,LU105455;LU105452;LU105454;LU105453;LU105451,8621,CC1=CC(=C(C(=C1Cl)C)Cl)O,18.769,min,IYOLBFFHPZOQGW-UHFFFAOYSA-N
LU013480,LU024652;LU024651,8630,C1=C(C=C(C(=C1N)Cl)C(=O)O)Cl,13.729,min,HSSBORCLYSCBJR-UHFFFAOYSA-N
LU864138,LU087754;LU087755;LU087752;LU087756;LU087751;LU087753,8663,C1=CC=C2C=C(C=CC2=C1)O,17.597,min,JWAZRIHNYRIHIV-UHFFFAOYSA-N
LU017701,LU129854;LU129855;LU129852;LU129853;LU129856;LU129851,8796,C1=CC(=CC=C1NC(=O)N)Cl,14.476,min,RECCURWJDVZHIH-UHFFFAOYSA-N
LU809281,LU044654;LU044651;LU044656;LU044652;LU044655;LU044653,8800,CN(C)C(=O)NC1=CC=C(C=C1)Cl,15.12,min,BMLIZLVNXIYGCK-UHFFFAOYSA-N
LU530026,LU093954;LU093953;LU093956;LU093952;LU093955;LU093951,8814,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,19.671,min,ISAVYTVYFVQUDY-UHFFFAOYSA-N
LU341401,LU079853;LU079856;LU079851;LU079852;LU079855;LU079854,9074,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,16.701,min,OIJHFHYPXWSVPF-UHFFFAOYSA-N
LU333868,LU042556;LU042554;LU042553;LU042551;LU042552;LU042555,9352,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)NC(=O)C,14.559,min,XBZBRCVCSVLJJZ-UHFFFAOYSA-N
LU491786,LU126556;LU126551;LU126555;LU126554;LU126552;LU126553,9411,CCC(C)N1C(=O)C(=C(NC1=O)C)Br,15.329,min,CTSLUCNDVMMDHG-UHFFFAOYSA-N
LU233405,LU004854;LU004853;LU004856;LU004852;LU004855;LU004851,9502,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,17.426,min,XKJMBINCVNINCA-UHFFFAOYSA-N
LU469176,LU069854;LU069855;LU069853;LU069852;LU069856;LU069851,9564,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,13.452,min,VDTNNGKXZGSZIP-UHFFFAOYSA-N
LU086973,LU130853;LU130852;LU130854,9903,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,20.561,min,SMEROWZSTRWXGI-HVATVPOCSA-N
LU378948,LU053153;LU053151;LU053156;LU053155;LU053154;LU053152,9963,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O,16.76,min,FQXQBFUUVCDIRK-UHFFFAOYSA-N
LU948563,LU036252;LU036251;LU036255;LU036253;LU036254,10194,CC1=CC(=C(C(=C1)C)C(=O)O)C,16.564,min,FFFIRKXTFQCCKJ-UHFFFAOYSA-N
LU141147,LU108652;LU108656;LU108653;LU108654;LU108655;LU108651,10207,C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2=O)CO)O,19.838,min,YDQWDHRMZQUTBA-UHFFFAOYSA-N
LU763860,LU090855;LU090854;LU090853;LU090856;LU090852;LU090851,10313,C1=CC=C(C=C1)C(=O)NO,12.151,min,VDEUYMSGMPQMIK-UHFFFAOYSA-N
LU031138,LU081356;LU081351;LU081353;LU081352;LU081355;LU081354,10346,CC1=CC(=C(C=C1C(C)(C)C)C(C)(C)C)O,20.008,min,WYSSJDOPILWQDC-UHFFFAOYSA-N
LU858556,LU090152;LU090154;LU090153;LU090155;LU090151,10367,C1=CC(=NC(=C1)C(=O)O)C(=O)O,14.715,min,WJJMNDUMQPNECX-UHFFFAOYSA-N
LU946789,LU104952;LU104955;LU104954;LU104951;LU104953,10377,CCCCCC1=CC(=CC(=C1)O)O,18.144,min,IRMPFYJSHJGOPE-UHFFFAOYSA-N
LU456188,LU042655;LU042653;LU042651;LU042652;LU042654,10458,C(CCCCCC(=O)O)CCCCCC(=O)O,18.111,min,DXNCZXXFRKPEPY-UHFFFAOYSA-N
LU044236,LU023051;LU023052;LU023056;LU023055;LU023053;LU023054,10800,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],16.349,min,ZXVONLUNISGICL-UHFFFAOYSA-N
LU175016,LU063951;LU063954;LU063953;LU063952,11005,CCCCCCCCCCCCCC(=O)O,21.241,min,TUNFSRHWOTWDNC-UHFFFAOYSA-N
LU702127,LU083252;LU083254;LU083253;LU083255;LU083256;LU083251,11799,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,16.952,min,QWDBCIAVABMJPP-UHFFFAOYSA-N
LU965829,LU088156;LU088154;LU088153;LU088151;LU088155;LU088152,11868,CC1=CC(=C(C=C1)C)S(=O)(=O)O,12.71,min,IRLYGRLEBKCYPY-UHFFFAOYSA-N
LU689871,LU028551;LU028553;LU028552;LU028554;LU028555;LU028556,11907,C1=CC=C(C(=C1)C#N)O,13.172,min,CHZCERSEMVWNHL-UHFFFAOYSA-N
LU099070,LU069556;LU069555;LU069552;LU069551;LU069554;LU069553,11972,CC(=O)NC1=CC=CC=C1O,10.804,min,ADVGKWPZRIDURE-UHFFFAOYSA-N
LU674028,LU067854;LU067853;LU067856;LU067852;LU067855;LU067851,12069,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,14.316,min,NBDAHKQJXVLAID-UHFFFAOYSA-N
LU927419,LU039454;LU039451;LU039452;LU039456;LU039455;LU039453,12076,C1=CC(=C(C=C1[N+](=O)[O-])N)C(=O)O,14.834,min,UEALKTCRMBVTFN-UHFFFAOYSA-N
LU921557,LU104052;LU104055;LU104053;LU104051;LU104054,12087,C1=CC(=CC=C1C#N)C(=O)O,13.304,min,ADCUEPOHPCPMCE-UHFFFAOYSA-N
LU614699,LU045156;LU045153;LU045152;LU045154;LU045155;LU045151,12101,CCC1=CC(=CC=C1)O,19.417,min,HMNKTRSOROOSPP-UHFFFAOYSA-N
LU264397,LU133251;LU133253;LU133252,12281,C1=C(C=C(C=C1Cl)Cl)N,17.631,min,UQRLKWGPEVNVHT-UHFFFAOYSA-N
LU375454,LU027551;LU027556;LU027555;LU027553;LU027552;LU027554,12736,C(CCCCCC(=O)O)CCCCC(=O)O,17.454,min,TVIDDXQYHWJXFK-UHFFFAOYSA-N
LU835698,LU137956;LU137951;LU137954;LU137953;LU137952;LU137955,12932,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,18.203,min,RRNIZKPFKNDSRS-UHFFFAOYSA-N
LU888692,LU028254;LU028252;LU028253;LU028255;LU028251;LU028256,13109,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,19.849,min,WWYNJERNGUHSAO-XUDSTZEESA-N
LU883985,LU018051;LU018052;LU018054;LU018055;LU018056;LU018053,13254,C1=CC=C(C=C1)OC2=CC=C(C=C2)O,16.146,min,ZSBDGXGICLIJGD-UHFFFAOYSA-N
LU666614,LU039953;LU039954;LU039955;LU039951;LU039956;LU039952,13271,C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],17.87,min,XXYMSQQCBUKFHE-UHFFFAOYSA-N
LU466692,LU129153;LU129154;LU129155;LU129156;LU129151;LU129152,13618,C1=CC(=C(C(=C1Cl)O)Cl)Cl,18.535,min,XGCHAIDDPMFRLJ-UHFFFAOYSA-N
LU748606,LU106753;LU106754;LU106751;LU106755;LU106752;LU106756,13624,C1=CC=C2C(=C1)NC(=N2)N,8.628,min,JWYUFVNJZUSCSM-UHFFFAOYSA-N
LU129581,LU056254;LU056255;LU056253;LU056251;LU056252;LU056256,13940,C1C2C(COS(=O)(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,18.741,min,AAPVQEMYVNZIOO-UHFFFAOYSA-N
LU638022,LU138452;LU138453;LU138454;LU138451;LU138456;LU138455,14127,CCCCCCOC(=O)C1=CC=C(C=C1)O,18.967,min,ULULAZKOCFNOIM-UHFFFAOYSA-N
LU387198,LU077055;LU077052;LU077051;LU077054;LU077056;LU077053,14130,CCOC1=CC=C(C=C1)NC(=O)CC(C)O,14.385,min,LIAWQASKBFCRNR-UHFFFAOYSA-N
LU474855,LU057551;LU057556;LU057552;LU057554;LU057553;LU057555,14138,CCCCCCCOC(=O)C1=CC=C(C=C1)O,19.502,min,ZTJORNVITHUQJA-UHFFFAOYSA-N
LU887407,LU106154;LU106152;LU106155;LU106156;LU106153;LU106151,14425,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,20.612,min,RPWFJAMTCNSJKK-UHFFFAOYSA-N
LU962044,LU106051;LU106055;LU106056;LU106054;LU106052;LU106053,14642,CCCCCCCCOC(=O)C1=CC=C(C=C1)O,19.726,min,RIKCMEDSBFQFAL-UHFFFAOYSA-N
LU768062,LU111952;LU111955;LU111953;LU111951;LU111954,14855,CC1=C(C=CC(=C1)Cl)O,16.975,min,RHPUJHQBPORFGV-UHFFFAOYSA-N
LU008878,LU030251;LU030256;LU030254;LU030252;LU030253;LU030255,14868,C1=CC(=CC=C1NC(=O)C2=CC(=CC(=C2O)Br)Br)Br,20.992,min,KVSKGMLNBAPGKH-UHFFFAOYSA-N
LU644403,LU137151;LU137155;LU137156;LU137154;LU137152;LU137153,14869,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,18.244,min,KGYNGVVNFRUOOZ-UHFFFAOYSA-N
LU795760,LU091554;LU091551;LU091553;LU091555;LU091556;LU091552,14994,CC(C)(C)C1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],18.846,min,IIPZYDQGBIWLBU-UHFFFAOYSA-N
LU367837,LU074954;LU074955;LU074953;LU074952;LU074951;LU074956,15008,CCCC(=O)C1=CC(=C(C=C1O)O)O,15.334,min,SRUQARLMFOLRDN-UHFFFAOYSA-N
LU199258,LU069653;LU069651;LU069654;LU069652;LU069656;LU069655,15530,C1=C(C=C(C(=C1I)O)I)C#N,17.202,min,NRXQIUSYPAHGNM-UHFFFAOYSA-N
LU386630,LU054955;LU054952;LU054951;LU054953;LU054954;LU054956,15531,C1=C(C=C(C(=C1Br)O)Br)C#N,16.482,min,UPMXNNIRAGDFEH-UHFFFAOYSA-N
LU305207,LU028153;LU028155;LU028152;LU028151;LU028156;LU028154,15546,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,13.15,min,WYKYKTKDBLFHCY-UHFFFAOYSA-N
LU049018,LU016752;LU016751,15553,C1=CC(=NC(=C1Cl)C(=O)O)Cl,9.877,min,HUBANNPOLNYSAD-UHFFFAOYSA-N
LU513461,LU093852;LU093855;LU093854;LU093853;LU093856;LU093851,15730,CCCCCCCCC1=CC=C(C=C1)O,19.672,min,NTDQQZYCCIDJRK-UHFFFAOYSA-N
LU697893,LU047652;LU047654;LU047653;LU047656;LU047655;LU047651,15816,C(CCCCC(=O)O)CCCCC(=O)O,16.712,min,LWBHHRRTOZQPDM-UHFFFAOYSA-N
LU401462,LU022756;LU022755;LU022754;LU022753;LU022751;LU022752,15965,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,11.864,min,NQQVFXUMIDALNH-UHFFFAOYSA-N
LU388194,LU091355;LU091352;LU091353;LU091356;LU091351;LU091354,16115,CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,17.931,min,IVUXTESCPZUGJC-UHFFFAOYSA-N
