accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type
AU549072,AU214851;AU214854;AU214852;AU214853;AU214855,148192,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,10.851,min,AXRYRYVKAWYZBR-GASGPIRDSA-N,[M-H]-
AU910338,AU218155;AU218153;AU218151;AU218154;AU218152,208898,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,12.701,min,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,[M-H]-
AU847150,AU232657;AU232658,213013,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,9.416,min,WYEMLYFITZORAB-UHFFFAOYSA-N,[M-H]-
AU218856,AU232859;AU232860;AU232858;AU232857,213027,CN=C(NCC1=CN=C(S1)Cl)N[N+](=O)[O-],4.804,min,PGOOBECODWQEAB-UHFFFAOYSA-N,[M-H]-
AU929790,AU239359;AU239357;AU239358;AU239360,222786,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,7.31,min,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,[M-H]-
AU751105,AU210252;AU210255;AU210253;AU210254;AU210251,446155,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,9.884,min,FJLGEFLZQAZZCD-MCBHFWOFSA-N,[M-H]-
AU950273,AU239757;AU239759;AU239758,521928,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,9.953,min,DBPWSSGDRRHUNT-UHFFFAOYSA-N,[M-H]-
AU530036,AU233658;AU233657,594330,CN1C(=O)C(=C(C=N1)N)Cl,3.319,min,XNSGCNYTNLWRKM-UHFFFAOYSA-N,[M-H]-
AU381508,AU238562,657298,CCCC1=CC(=O)NC(=S)N1,4.44,min,KNAHARQHSZJURB-UHFFFAOYSA-N,[M-H]-
AU988889,AU233759;AU233757;AU233758,2778018,C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)N,4.986,min,AFFPZJFLSDVZBV-UHFFFAOYSA-N,[M-H]-
AU030664,AU233857;AU233860;AU233858;AU233859,3029900,CC1=CC(=CC(=C1S(=O)C)C)O,4.602,min,ZHBBDQFXEDCQFI-UHFFFAOYSA-N,[M-H]-
AU361964,AU236260;AU236257;AU236259;AU236258,3034010,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,14.473,min,AHLBNYSZXLDEJQ-FWEHEUNISA-N,[M-H]-
AU506181,AU242159;AU242158;AU242160;AU242157;AU242162,3078139,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)(=O)C(F)(F)F)N)Cl)C(F)(F)F,10.876,min,LGHZJDKSVUTELU-UHFFFAOYSA-N,[M-H]-
AU452402,AU231960;AU231959;AU231957;AU231958,3294375,C1=CC(=CC(=C1)OC2=CC=CC(=N2)C(=O)NC3=CC=C(C=C3)F)C(F)(F)F,12.281,min,CWKFPEBMTGKLKX-UHFFFAOYSA-N,[M-H]-
AU345035,AU241957;AU241960;AU241962;AU241958;AU241959,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,7.466,min,TZBJGXHYKVUXJN-UHFFFAOYSA-N,[M-H]-
AU274928,AU239657;AU239658,5284537,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)O,10.053,min,DUSHUSLJJMDGTE-ZJPMUUANSA-N,[M-H]-
AU934689,AU212951;AU212952,6435415,CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)O)C,4.153,min,DHSUYTOATWAVLW-WFVMDLQDSA-N,[M-H]-
AU077382,AU117952;AU117953,6436173,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,9.947,min,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,[M-H]-
AU366768,AU236157,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],3.965,min,NXFQHRVNIOXGAQ-YCRREMRBSA-N,[M-H]-
AU794424,AU228757;AU228759;AU228758;AU228712,9838803,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)O)O,4.43,min,UWJUQVWARXYRCG-HIFRSBDPSA-N,[M-H]-
AU894550,AU240857;AU240858;AU240862,9903249,CCCCCCCCCCCC(=O)NCC(C)O,12.039,min,MMBILEWCGWTAOV-UHFFFAOYSA-N,[M-H]-
AU853756,AU242057;AU242059;AU242062;AU242058;AU242060,9953940,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)SC(F)(F)F)N)Cl)C(F)(F)F,10.624,min,FQXWEKADCSXYOC-UHFFFAOYSA-N,[M-H]-
AU322280,AU233958;AU233957;AU233959,12816283,C1(=NNC(=O)S1)C(F)(F)F,4.96,min,JFZSAWUKZISBJM-UHFFFAOYSA-N,[M-H]-
AU911778,AU242262;AU242260;AU242257;AU242259;AU242258,22673275,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)C(F)(F)F)N)Cl)C(F)(F)F,10.223,min,JWKXVHLIRTVXLD-UHFFFAOYSA-N,[M-H]-
AU805609,AU239458;AU239460;AU239457;AU239459,24728626,CC12CCC(=O)C=C1C=CC3[C@@H]2CCC4([C@H]3CCC45CCC(=O)O5)C,13.014,min,UJVLDDZCTMKXJK-AFDHUMPMSA-N,[M-H]-
AU807027,AU116751;AU116752;AU116754;AU116755;AU116753,54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,7.513,min,YJQPYGGHQPGBLI-KGSXXDOSSA-N,[M-H]-
AU009530,AU241560;AU241557;AU241559;AU241558;AU241562,54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,6.636,min,PJVWKTKQMONHTI-UHFFFAOYSA-N,[M-H]-
AU097296,AU231259;AU231262;AU231260;AU231257;AU231258,54682930,C1=CC=C2C(=C1)C(=CC(=O)O2)O,3.872,min,VXIXUWQIVKSKSA-UHFFFAOYSA-N,[M-H]-
AU152374,AU234057;AU234059;AU234058,71312480,CCC1=CC=CC(=C1NC(=O)CS(=O)(=O)O)C,4.852,min,QPVPJECIHVSBLZ-UHFFFAOYSA-N,[M-H]-
AU777869,AU204351;AU204352;AU204353,86290104,CC1=C(C(=CC=C1)C)N(CCOC)C(=O)CS(=O)(=O)O,5.032,min,RVSCDWJKJDBFRS-UHFFFAOYSA-N,[M-H]-
AU626471,AU238062;AU238057,135399369,C1=CC2=NNN=C2C(=C1)O,3.904,min,JMTMSDXUXJISAY-UHFFFAOYSA-N,[M-H]-
AU424894,AU235960;AU235958;AU235959;AU235957,135400189,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,9.846,min,SECKRCOLJRRGGV-UHFFFAOYSA-N,[M-H]-
AU722146,AU202351,135510207,CC(C)NC1=NC(=O)NC(=N1)N,3.483,min,GCKLGRUZDXSATG-UHFFFAOYSA-N,[M-H]-
AU207122,AU233558;AU233557;AU233559;AU233560,136055781,CCC(=NOC/C=C/Cl)C1=C(CC(CC1=O)C2CCOCC2)O,5.239,min,IOYNQIMAUDJVEI-ZFNPBRLTSA-N,[M-H]-
AU371609,AU232957;AU232960;AU232958;AU232959,138402812,C(#N)C1=C(C(=C(C(=C1Cl)Cl)S(=O)(=O)O)C(=O)N)Cl,4.261,min,JNMMKKYUIIQPDG-UHFFFAOYSA-N,[M-H]-
