accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey
PR957565,PR308107;PR308105;PR308110;PR308103;PR308808;PR308100;PR308112;PR308114;PR308116;PR308118,94274,C1=CC(=CC=C1C=CCO)O,3.75965,min,PTNLHDGQWUGONS-UHFFFAOYSA-N
PR774616,PR304626;PR304448;PR304729;PR304758;PR304678;PR304499;PR304752;PR304638;PR304467;PR304491;PR304710;PR304503;PR304694;PR304768;PR304618;PR304455;PR304509;PR304612;PR304762;PR304698;PR304717;PR304630;PR304760;PR304706;PR304487;PR304622;PR304497;PR304475;PR304750;PR304444;PR304733;PR304741;PR304745;PR304489;PR304600;PR304731;PR304686;PR304743;PR304459;PR304452;PR304727;PR304702;PR304766;PR304770;PR304482;PR304748;PR304478;PR304723;PR304604;PR304616;PR304440;PR304754;PR304690;PR304737;PR304714;PR304596;PR304682;PR304756;PR304495;PR304608;PR304634;PR304725;PR304764;PR304505;PR304493;PR304721;PR304501;PR304735;PR304471;PR304739;PR304507;PR308873;PR304463,98363,CC1C2CN3CCC4(C3CC2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O,4.08835,min,JMIAZDVHNCCPDM-UHFFFAOYSA-N
PR026285,PR308687;PR307549;PR307525;PR307543;PR307531;PR307583;PR307571;PR307537;PR307577;PR307555,100018,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C,6.01,min,JDCPEKQWFDWQLI-UHFFFAOYSA-N
PR809670,PR307554;PR307565;PR307536;PR307524;PR307560;PR308683;PR307542;PR307530;PR307570;PR307582;PR307576;PR307548,100018,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C,6.01,min,JDCPEKQWFDWQLI-UHFFFAOYSA-N
PR390101,PR307769;PR307778;PR308703;PR307788;PR307793;PR307749;PR307783;PR307798;PR307773;PR307754;PR307744;PR307759;PR307764,108062,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,5.205133,min,WYQVAPGDARQUBT-UHFFFAOYSA-N
PR472381,PR307770;PR307799;PR308700;PR307779;PR307750;PR307760;PR307765;PR307794;PR307755;PR307789;PR307784;PR307745;PR307774,108062,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,5.205133,min,WYQVAPGDARQUBT-UHFFFAOYSA-N
PR847135,PR309078,111585,CCC=CCC=CCC1C(O1)CCCCCCCC(=O)O,9.08,min,JTEGNNHWOIJBJZ-UHFFFAOYSA-N
PR991699,PR306003;PR305968;PR305996;PR305961;PR305954;PR305947;PR305940;PR305989;PR309000;PR305982;PR305926;PR305975;PR305933,119216,COC1=CC(=CC(=C1O)OC)C=CC=O,4.72,min,CDICDSOGTRCHMG-UHFFFAOYSA-N
PR502576,PR309038;PR309044;PR309040,119269,CC(=CCC1=C(C=C(C2=C1OCC(C2=O)C3=C(C=C(C=C3)O)O)O)O)C,7.05,min,MERHMOCEIBOOMA-UHFFFAOYSA-N
PR608061,PR306002;PR305953;PR305939;PR305981;PR305967;PR305960;PR308824;PR305946;PR305925;PR305988;PR305974;PR305932;PR305995,122738,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,3.225917,min,XFZJEEAOWLFHDH-NFJBMHMQSA-N
PR963423,PR307899;PR307901;PR307897;PR307898;PR307896;PR307891;PR307900;PR307894;PR307895;PR307902;PR307892;PR308735;PR307893,123725,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO,5.24,min,DWONJCNDULPHLV-UHFFFAOYSA-N
PR459631,PR308734;PR308027;PR308025;PR308021;PR308014;PR308023;PR308017;PR308012;PR308030;PR308019;PR308008;PR308032;PR308010,123917,C1C(C(C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,6.18,min,HVDGDHBAMCBBLR-UHFFFAOYSA-N
PR883359,PR306777;PR306757;PR306784;PR306798;PR306729;PR306743;PR306791;PR306771;PR306805;PR306736;PR306764;PR306750,128853,C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O,5.3731,min,JKHRCGUTYDNCLE-UHFFFAOYSA-O
PR463662,PR306146;PR306087;PR306111;PR306099;PR306129;PR306105;PR306134;PR306117;PR306123;PR306093;PR306081;PR306140,128861,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O)O)O,6.012067,min,VEVZSMAEJFVWIL-UHFFFAOYSA-O
PR964172,PR307957;PR307947;PR307943;PR307949;PR307937;PR307945;PR307953;PR307955;PR308739;PR307941;PR307959;PR307951;PR307939,134203,COC1=C(C=CC(=C1)CC2COC(C2CO)C3=CC(=C(C=C3)O)OC)O,4.95795,min,MHXCIKYXNYCMHY-UHFFFAOYSA-N
PR720020,PR307946;PR307944;PR307956;PR307938;PR307954;PR307948;PR309426;PR307942;PR307936;PR307958;PR307940;PR307952;PR307950,134203,COC1=C(C=CC(=C1)CC2COC(C2CO)C3=CC(=C(C=C3)O)OC)O,4.95795,min,MHXCIKYXNYCMHY-UHFFFAOYSA-N
PR008836,PR304809;PR304817;PR304810;PR304808;PR304812;PR304813;PR304811;PR304816;PR304818;PR304814;PR308817;PR304815;PR304807,151289,CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3,7.77,min,TXDUTHBFYKGSAH-UHFFFAOYSA-N
PR282801,PR309108;PR309111;PR309112;PR309109;PR309110;PR309107;PR309113,153001,CCCCCC(C(C=CC(CCCCCCCC(=O)O)O)O)O,6.43,min,MDIUMSLCYIJBQC-UHFFFAOYSA-N
PR331088,PR305274;PR305272;PR305268;PR305276;PR305270;PR305290;PR308708;PR305286;PR305284;PR305282;PR305288;PR305278;PR305280,156099,CC1C(C(C(C(O1)OC2C(COC(C2O)OC3C(OC(C(C3O)O)OC4C(C(COC4OC(=O)C56CCC(CC5C7=CCC8C9(CCC(C(C9CCC8(C7(CC6O)C)C)(C)C)OC1C(C(C(C(O1)CO)O)O)O)C)(C)C)O)O)C)O)O)O)O,6.12,min,IBEZGTWSSFFKNB-UHFFFAOYSA-N
PR111421,PR308705;PR305269;PR305285;PR305283;PR305277;PR305279;PR305273;PR305275;PR305287;PR305267;PR305271;PR305281;PR305289,156099,CC1C(C(C(C(O1)OC2C(COC(C2O)OC3C(OC(C(C3O)O)OC4C(C(COC4OC(=O)C56CCC(CC5C7=CCC8C9(CCC(C(C9CCC8(C7(CC6O)C)C)(C)C)OC1C(C(C(C(O1)CO)O)O)O)C)(C)C)O)O)C)O)O)O)O,6.12,min,IBEZGTWSSFFKNB-UHFFFAOYSA-N
PR189574,PR308330;PR308327;PR308320;PR308323;PR308322;PR308329;PR308718;PR308324;PR308321;PR308319;PR308328;PR308325;PR308326,160517,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,8.007517,min,VLEUZFDZJKSGMX-UHFFFAOYSA-N
PR113212,PR309199,160594,COC1=CC(=CC(=C1O)O)C=CC(=O)O,3.07,min,YFXWTVLDSKSYLW-UHFFFAOYSA-N
PR815191,PR307817;PR307842;PR307812;PR307847;PR307851;PR307802;PR307807;PR307855;PR307827;PR307837;PR308770;PR307832;PR307822,161120,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5O)C(C)(C)C)C(C(=O)OC6O4)O)O,4.33,min,AMOGMTLMADGEOQ-UHFFFAOYSA-N
PR656067,PR305440;PR305432;PR305442;PR305438;PR305444;PR305434;PR305428;PR305422;PR305426;PR305430;PR305424;PR308711;PR305436,161823,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,4.89,min,BNMGUJRJUUDLHW-UHFFFAOYSA-N
PR756822,PR308702;PR305441;PR305437;PR305425;PR305427;PR305423;PR305435;PR305439;PR305429;PR305445;PR305443;PR305433;PR305431,161823,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,4.89,min,BNMGUJRJUUDLHW-UHFFFAOYSA-N
PR107491,PR304734;PR304740;PR304728;PR304736;PR304730;PR304732;PR308863;PR304738;PR304726;PR304724;PR304746;PR304744;PR304742,165274,C1OC2=C(O1)C3=C4C=C(C=CC4=CC(=C3C(=C2)C(=O)O)[N+](=O)[O-])O,5.95,min,NBFGYDJKTHENDP-UHFFFAOYSA-N
PR500147,PR304485;PR308816;PR304466;PR304470;PR304443;PR304462;PR304481;PR304451;PR304447;PR304458;PR304474,168919,C1CCC2=CN3C=CC4=C5C=CC=CC5=NC4=C3C=C2C1,5.22,min,UQVUEULZDJRMJR-UHFFFAOYSA-N
PR040009,PR306942;PR308790;PR306937;PR306928;PR306962;PR306977;PR306982;PR306952;PR306932;PR306947;PR306972;PR306957;PR306967,176925,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3O,7.45,min,KZKWCKFDCPVDFJ-UHFFFAOYSA-N
PR339423,PR308925,178247,CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(=O)C1)C)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C,7.49,min,JTXVTHCLTOUSSL-UHFFFAOYSA-N
PR239503,PR309014,179719,C1C(C(C(CC1(C(=O)O)O)O)OC(=O)C=CC2=CC=C(C=C2)O)O,3.85,min,XWRHBGVVCOSNKO-UHFFFAOYSA-N
PR190387,PR309331,181734,COC1=C(C=CC(=C1)C=CC(=O)NCCCCNC(=O)C=CC2=CC(=C(C=C2)O)OC)O,5.2,min,CHEMZHJQHCVLFI-UHFFFAOYSA-N
PR902531,PR304695;PR308893;PR304679;PR304707;PR304718;PR304711;PR304691;PR304687;PR304703;PR304699;PR304722;PR304683,182033,COC1=CC=CC2=C1N3CC45CC6C3(C27CCN8C7C9(C6)CCOC9CC8)OC4N1CCC23C1C1(C5OCC1)CC(=C2NC1=CC=CC=C31)C(=O)OC,5.78,min,RZBFPDQKWUWUCK-UHFFFAOYSA-N
PR261482,PR308260;PR308231;PR308234;PR308242;PR308719;PR308248;PR308257;PR308228;PR308251;PR308236;PR308254;PR308239;PR308245,185914,C1=CC(=CC=C1CCC2=CC(=CC(=C2)O)O)O,5.146616,min,HITJFUSPLYBJPE-UHFFFAOYSA-N
PR716675,PR308227;PR308256;PR308259;PR308241;PR308238;PR308233;PR308247;PR308244;PR308230;PR308253;PR308965;PR308250,185914,C1=CC(=CC=C1CCC2=CC(=CC(=C2)O)O)O,5.146616,min,HITJFUSPLYBJPE-UHFFFAOYSA-N
PR245250,PR309291,194340,CC1C(C(C(C(O1)OC2C(C(=O)C(OC2C3=C(C=C4C(=C3O)C(=O)C=C(O4)C5=CC(=C(C=C5)O)O)O)C)O)O)O)O,4.66,min,GKLSYIMLZDYQBJ-UHFFFAOYSA-N
PR685431,PR307302;PR307295;PR307299;PR307297;PR307301;PR307300;PR307291;PR307292;PR307298;PR307293;PR307294;PR307296;PR308730,196319,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)O)C,7.90965,min,FBMORZZOJSDNRQ-UHFFFAOYSA-N
PR043504,PR308063;PR308073;PR308079;PR308065;PR309427;PR308071;PR308057;PR308067;PR308069;PR308061;PR308075;PR308077;PR308059,226371,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C4COC(C4CO3)C5=CC(=C(C(=C5)OC)OC6C(C(C(C(O6)CO)O)O)O)OC,3.61,min,FFDULTAFAQRACT-UHFFFAOYSA-N
PR867718,PR308076;PR308068;PR308066;PR308750;PR308072;PR308074;PR308070;PR308064;PR308056;PR308058;PR308060;PR308062;PR308078,226371,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C4COC(C4CO3)C5=CC(=C(C(=C5)OC)OC6C(C(C(C(O6)CO)O)O)O)OC,3.61,min,FFDULTAFAQRACT-UHFFFAOYSA-N
PR034478,PR307859;PR307869;PR307868;PR307870;PR307866;PR307867;PR307861;PR307860;PR307864;PR307862;PR307865;PR307863,230232,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC,6.6385,min,NQWVSMVXKMHKTF-UHFFFAOYSA-N
PR925170,PR308797;PR306483;PR306448;PR306453;PR306473;PR306458;PR306463;PR306488;PR306468;PR306433;PR306438;PR306443;PR306478,232990,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,4.609183,min,ARGKVCXINMKCAZ-UHFFFAOYSA-N
PR476382,PR308005;PR307999;PR307997;PR308000;PR308002;PR308003;PR308004;PR307994;PR307998;PR308001;PR307996;PR307995,234817,COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)O,5.590617,min,HGXBRUKMWQGOIE-UHFFFAOYSA-N
PR792372,PR309307,238782,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,7.47,min,URFCJEUYXNAHFI-UHFFFAOYSA-N
PR227243,PR304991;PR304989;PR304992;PR304996;PR304988;PR308864;PR304994;PR304987;PR304995;PR304998;PR304993;PR304990;PR304997,248507,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)O,3.359967,min,LZJRNLRASBVRRX-UHFFFAOYSA-N
PR668502,PR305247,251561,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45,4.86205,min,GRTOGORTSDXSFK-UHFFFAOYSA-N
PR290504,PR305236;PR305253;PR305242;PR305244;PR305240;PR308868;PR305251;PR305257;PR305234;PR305246;PR305238;PR305255;PR305249,251561,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45,4.86,min,GRTOGORTSDXSFK-UHFFFAOYSA-N
PR121705,PR307495;PR307496;PR308819,259992,CC12CCC(CC1CCC3C2CCC4(C35C(O5)CC4C6=COC(=O)C=C6)C)O,7.56,min,ATLJNLYIJOCWJE-UHFFFAOYSA-N
PR162936,PR308396;PR308430;PR305199;PR305211;PR305208;PR305202;PR308412;PR308399;PR308404;PR305187;PR305220;PR305190;PR308407;PR308426;PR305193;PR305214;PR305196;PR305205;PR305217;PR308423;PR308390;PR308983;PR308393;PR308416,262500,CC1CCC2C(C3C(N2C1)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C,4.9416,min,ZGVSETXHNHBTRK-UHFFFAOYSA-N
PR990356,PR308425;PR308395;PR305186;PR305219;PR305192;PR308411;PR305207;PR305210;PR305213;PR305204;PR305195;PR308403;PR305216;PR308429;PR309424;PR308415;PR305201;PR305198;PR305189;PR308419,262500,CC1CCC2C(C3C(N2C1)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C,4.9416,min,ZGVSETXHNHBTRK-UHFFFAOYSA-N
PR776305,PR305421;PR305417;PR308671;PR305415;PR305409;PR305413;PR305411;PR305414;PR305419,267360,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,7.937383,min,KEOITPILCOILGM-UHFFFAOYSA-N
PR980451,PR305418;PR308664;PR305420;PR305412;PR305410;PR305408;PR305407;PR305416,267360,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,7.937383,min,KEOITPILCOILGM-UHFFFAOYSA-N
PR684650,PR304617;PR304598;PR304624;PR308861;PR304606;PR304636;PR304602;PR304614;PR304628;PR304594;PR304620;PR304610;PR304632,279057,CN1CC2(C3CC4C5(C2C1C3CO4)C6=CC=CC=C6NC5=O)C=C,3.198583,min,NFYYATWFXNPTRM-UHFFFAOYSA-N
PR672713,PR309315;PR309317;PR306388;PR306364;PR309316;PR306415;PR306376;PR306404;PR306398;PR306410;PR306382;PR306393;PR306427;PR306421;PR306370,282013,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O,4.02,min,DLIKSSGEMUFQOK-UHFFFAOYSA-N
PR429559,PR309392,338256,COC1=CC(=CC2=C1OC(C2C(=O)NCCC3=CC=C(C=C3)O)C4=CC(=C(C=C4)O)OC)C=CC(=O)NCCC5=CC=C(C=C5)O,6.4,min,DROXVBRNXCRUHP-UHFFFAOYSA-N
PR311844,PR307964;PR307965;PR307967;PR307971;PR307969;PR307966;PR307968;PR307961;PR307962;PR308737;PR307960;PR307970;PR307963,345761,COC1=C(C=CC(=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)O,5.96,min,MATGKVZWFZHCLI-UHFFFAOYSA-N
PR455740,PR309350,346340,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O,3.12,min,SGTCGCCQZOUMJJ-UHFFFAOYSA-N
PR093196,PR306076;PR306042;PR309313;PR306053;PR306030;PR306048;PR306059;PR306024;PR306018;PR306036;PR306012;PR306065;PR306071,348130,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O,7.42,min,DJOJDHGQRNZXQQ-UHFFFAOYSA-N
PR214353,PR309015;PR309016;PR309017,348159,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,2.72,min,CWVRJTMFETXNAD-UHFFFAOYSA-N
PR160241,PR307357;PR308758;PR307361;PR307352;PR307369;PR307355;PR307367;PR307371;PR307363;PR307365;PR307359;PR307350,354445,C=CC1C(OC=C2C1=CCOC2=O)OC3C(C(C(C(O3)CO)O)O)O,3.44,min,DUAGQYUORDTXOR-UHFFFAOYSA-N
PR442083,PR307360;PR307356;PR307370;PR307368;PR307351;PR307364;PR307354;PR307349;PR307366;PR307358;PR307362;PR307353,354445,C=CC1C(OC=C2C1=CCOC2=O)OC3C(C(C(C(O3)CO)O)O)O,3.444217,min,DUAGQYUORDTXOR-UHFFFAOYSA-N
PR973309,PR308121;PR308125;PR308140;PR308136;PR308131;PR308127;PR308129;PR308123;PR308142;PR308138;PR309442;PR308133,361171,C1=CC(=C(C=C1C=CCO)O)O,3.1751,min,ZCKDCRKBURQZPT-UHFFFAOYSA-N
PR008502,PR308944,369002,COC(=O)C1=COC(C(C1CC=O)C=C)OC2C(C(C(C(O2)CO)O)O)O,3.84,min,CSKKDSFETGLMSB-UHFFFAOYSA-N
PR532824,PR309288,369636,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)C4C(C(C(C(O4)CO)O)O)O,4.09,min,ABRULANJVVJLFI-UHFFFAOYSA-N
PR740409,PR308312;PR308288;PR308304;PR308307;PR308300;PR308318;PR308291;PR308315;PR308310;PR308297;PR308294;PR308716,393787,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O,4.04,min,HSTZMXCBWJGKHG-UHFFFAOYSA-N
PR464487,PR308301;PR308966;PR308317;PR308296;PR308311;PR308309;PR308306;PR308314;PR308290;PR308293;PR308299;PR308287;PR308303,393787,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O,4.04,min,HSTZMXCBWJGKHG-UHFFFAOYSA-N
PR672542,PR304639;PR304635;PR304609;PR304605;PR304623;PR304601;PR304613;PR304631;PR308879;PR304619;PR304597;PR304627,409518,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O,4.63,min,DAXYUDFNWXHGBE-UHFFFAOYSA-N
PR237835,PR308548;PR308581;PR308555;PR308543;PR308587;PR308723;PR308538;PR308594;PR308531;PR308568;PR308600;PR308562,409778,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,6.98,min,UVYVLBIGDKGWPX-UHFFFAOYSA-N
PR987108,PR308574;PR308537;PR308567;PR308593;PR308722;PR308561;PR308599;PR308547;PR308586;PR308542;PR308554;PR308530;PR308580,409778,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,6.98,min,UVYVLBIGDKGWPX-UHFFFAOYSA-N
PR222234,PR307246;PR308764;PR307248;PR307254;PR307232;PR307242;PR307238;PR307244;PR307252;PR307250;PR307240;PR307234;PR307236,415565,C1=CC(=CC=C1CC(=NOS(=O)(=O)O)SC2C(C(C(C(O2)CO)O)O)O)O,2.0,min,WWBNBPSEKLOHJU-UHFFFAOYSA-N
PR331131,PR304747;PR304749;PR304751;PR304759;PR304763;PR308865;PR304761;PR304767;PR304755;PR304769;PR304757;PR304753;PR304765,416119,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,3.04,min,INYYVPJSBIVGPH-UHFFFAOYSA-N
PR328314,PR307189;PR307186;PR307213;PR307197;PR307201;PR307205;PR307170;PR307209;PR307178;PR308761;PR307174;PR307193;PR307182,417411,C=CCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,1.76795,min,PHZOWSSBXJXFOR-UHFFFAOYSA-N
PR110813,PR305250;PR305239;PR305243;PR305241;PR305248;PR305252;PR308882;PR305245;PR305235;PR305237;PR305254;PR305256;PR305233,419781,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)O)NC5=C4C=CC(=C5)OC)O,3.89,min,JVHNBFFHWQQPLL-UHFFFAOYSA-N
PR010847,PR308993,426059,CC1C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O,4.91,min,OFEAYOYKIQKFSK-UHFFFAOYSA-N
PR576485,PR305000;PR305001;PR305002;PR305003;PR304999;PR308876,431673,CC12CC(CC34C1C5CC67C3C(C(C(C6C4N5C2)O)C(=C)C7)O)O,3.0671,min,PIWJSAMCEMZIDO-UHFFFAOYSA-N
PR451700,PR308679;PR307813;PR307803;PR307818;PR307852;PR307856;PR307833;PR307823;PR307828;PR307838;PR307843;PR307808,432116,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C,4.79915,min,YURJSTAIMNSZAE-UHFFFAOYSA-N
PR092309,PR305334;PR305331;PR305336;PR305322;PR305324;PR308682;PR305319;PR305327;PR305326;PR305320;PR305329;PR305338;PR305333,432449,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O,4.79,min,PWAOOJDMFUQOKB-UHFFFAOYSA-N
PR323264,PR308681;PR305323;PR305330;PR305332;PR305335;PR305325;PR305328;PR305321;PR305337;PR305318,432449,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O,4.79,min,PWAOOJDMFUQOKB-UHFFFAOYSA-N
PR113590,PR307841;PR307821;PR307846;PR308688;PR307816;PR307811;PR307836;PR307806;PR307826;PR307850;PR307831,432450,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C,6.159667,min,NODILNFGTFIURN-UHFFFAOYSA-N
PR919221,PR307830;PR307840;PR307858;PR307845;PR307810;PR307849;PR308684;PR307820;PR307805;PR307825;PR307854;PR307815;PR307835,432450,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C,6.159667,min,NODILNFGTFIURN-UHFFFAOYSA-N
PR334425,PR307614;PR307598;PR307595;PR307628;PR307602;PR307607;PR307591;PR307624;PR308690;PR307611;PR307619,432524,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,5.88955,min,GZYPWOGIYAIIPV-UHFFFAOYSA-N
PR242713,PR307601;PR307623;PR307618;PR307631;PR307635;PR307590;PR307627;PR307606;PR308686;PR307610;PR307597;PR307613;PR307594,432524,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,5.88955,min,GZYPWOGIYAIIPV-UHFFFAOYSA-N
PR245899,PR307277;PR307272;PR307276;PR307274;PR307279;PR307271;PR307268;PR307278;PR308763;PR307275;PR307269;PR307270;PR307273,437038,C1=CC=C(C=C1)CC(=NOS(=O)(=O)O)SC2C(C(C(C(O2)CO)O)O)O,2.827433,min,QQGLQYQXUKHWPX-UHFFFAOYSA-N
