accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey
BS334119,BS003184;BS003183;BS003181,5281612,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,634.2,sec,MBNGWHIJMBWFHU-UHFFFAOYSA-N
BS994778,BS003257;BS003259,5281613,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,427.8,sec,GZSOSUNBTXMUFQ-YFAPSIMESA-N
BS417947,BS003353;BS003351,5281614,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,381.6,sec,XHEFDIBZLJXQHF-UHFFFAOYSA-N
BS263533,BS003694;BS003695;BS003697;BS003696,5281616,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,868.2,sec,VCCRNZQBSJXYJD-UHFFFAOYSA-N
BS667062,BS003745;BS003746;BS003749;BS003748,5281617,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,874.8,sec,JPMYFOBNRRGFNO-UHFFFAOYSA-N
BS038245,BS003616;BS003613;BS003614;BS003612,5281628,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)O,621.0,sec,IHFBPDAQLQOCBX-UHFFFAOYSA-N
BS321888,BS003222;BS003219;BS003220;BS003218;BS003221,5281666,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,882.6,sec,SQFSKOYWJBQGKQ-UHFFFAOYSA-N
BS923711,BS003338;BS003339,5281670,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,414.0,sec,YXOLAZRVSSWPPT-UHFFFAOYSA-N
BS008053,BS003378;BS003379,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,364.2,sec,IKMDFBPHZNJCSN-UHFFFAOYSA-N
BS657560,BS003375;BS003372;BS003371;BS003373;BS003374,5281675,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,255.6,sec,PLAPMLGJVGLZOV-VPRICQMDSA-N
BS605311,BS003433;BS003430;BS003432;BS003431,5281692,C1=CC2=C(C=C1O)OC(=C(C2=O)O)C3=CC(=C(C(=C3)O)O)O,279.0,sec,SOEDEYVDCDYMMH-UHFFFAOYSA-N
BS749065,BS003661;BS003664;BS003663;BS003662,5281697,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O)O,427.8,sec,JVXZRQGOGOXCEC-UHFFFAOYSA-N
BS149014,BS003276;BS003277,5281701,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,390.0,sec,ARSRJFRKVXALTF-UHFFFAOYSA-N
BS961350,BS003254;BS003252;BS003256;BS003251;BS003253,5281707,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,580.2,sec,ZZIALNLLNHEQPJ-UHFFFAOYSA-N
BS555301,BS003043,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,449.67,sec,ZQSIJRDFPHDXIC-UHFFFAOYSA-N
BS882305,BS003052;BS003053;BS003056;BS003055,5281804,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O,871.2,sec,KQMVAGISDHMXJJ-UHFFFAOYSA-N
BS047911,BS003051;BS003050,5281805,C1OC2=C(O1)C=C(C=C2)C3=COC4=C(C3=O)C=CC(=C4)O,684.6,sec,KNJNBKINYHZUGC-UHFFFAOYSA-N
BS375855,BS003332;BS003336;BS003337;BS003334,5281807,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,188.4,sec,HKEAFJYKMMKDOR-VPRICQMDSA-N
BS420688,BS003020,5281894,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,674.776,sec,MQGPSCMMNJKMHQ-UHFFFAOYSA-N
BS057462,BS003548;BS003549;BS003547,5281954,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O,1133.4,sec,IRZVHDLBAYNPCT-UHFFFAOYSA-N
BS483197,BS003035,5282073,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,430.725,sec,LCAWNFIFMLXZPQ-UHFFFAOYSA-N
BS131652,BS003480;BS003479;BS003478;BS003475;BS003477,5282102,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,362.4,sec,JPUKWEQWGBDDQB-QSOFNFLRSA-N
BS971383,BS003720;BS003268;BS003717;BS003716;BS003719,5282150,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,403.8,sec,RPMNUQRUHXIGHK-PYXJVEIZSA-N
BS216399,BS003984;BS003983;BS003987,5282457,CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,1841.4,sec,OYHQOLUKZRVURQ-AVQMFFATSA-N
BS845093,BS004015;BS004014;BS004016,5282745,CCCCCC/C=C/CCCCCCCC(=O)O,1761.6,sec,SECPZKHBENQXJG-BQYQJAHWSA-N
BS683969,BS004007;BS004010;BS004008,5282796,CCCCCC/C=C/C=C/CCCCCCCC(=O)O,1852.8,sec,JBYXPOFIGCOSSB-XBLVEGMJSA-N
BS037335,BS004003;BS004002;BS004004,5282800,CCCCC/C=C\C=C\CCCCCCCCC(=O)O,1816.8,sec,GKJZMAHZJGSBKD-NMMTYZSQSA-N
BS638442,BS003736;BS003737;BS003733;BS003735,5284648,C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O,362.4,sec,DDKGKOOLFLYZDL-UHFFFAOYSA-N
BS021756,BS003284;BS003282;BS003285,5284649,C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O,392.4,sec,GYLUFQJZYAJQDI-UHFFFAOYSA-N
BS084156,BS004019;BS004017;BS004020,5312495,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)O,1705.8,sec,HXQHFNIKBKZGRP-URPRIDOGSA-N
BS391367,BS003295;BS003293;BS003292,5317284,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)O,528.0,sec,FHHSEFRSDKWJKJ-UHFFFAOYSA-N
BS905667,BS003853;BS003856;BS003854,5317435,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,226.2,sec,FNUPUYFWZXZMIE-LSDHHAIUSA-N
BS919662,BS003690;BS003689;BS003692;BS003691;BS003688,5317750,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O,499.2,sec,DXYUAIFZCFRPTH-UHFFFAOYSA-N
BS020960,BS001028;BS001029,5318761,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)CO)O)O)O)O)O,313.2,sec,OHOBPOYHROOXEI-JWMUNMLDSA-N
BS347148,BS003280;BS003279,5318767,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,351.6,sec,RTATXGUCZHCSNG-QHWHWDPRSA-N
BS456780,BS003782;BS003781;BS003784;BS003779;BS003783,5318997,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O,732.0,sec,TZJALUIVHRYQQB-XLRXWWTNSA-N
BS060352,BS003262,5319116,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,375.6,sec,UHNXUSWGOJMEFO-QNDFHXLGSA-N
BS780333,BS003966;BS003963;BS003964;BS003965;BS003961,5320315,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=CC=C3)O,807.6,sec,LKOJGSWUMISDOF-UHFFFAOYSA-N
BS258974,BS003233;BS003232;BS003231,5320686,C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,546.0,sec,DVGGLGXQSFURLP-VWMSDXGPSA-N
BS167261,BS003645;BS003646;BS003649;BS003244;BS003245;BS003243;BS003246;BS003648;BS003650,5320693,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,691.8,sec,SQVXWIUVAILQRH-UHFFFAOYSA-N
BS123016,BS003313;BS003311;BS003312;BS003310,5320844,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,375.0,sec,OIUBYZLTFSLSBY-HMGRVEAOSA-N
BS635200,BS001131,5322022,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,433.2,sec,JGXFMIJHKASCIZ-LDBVRRDLSA-N
BS751502,BS003815;BS003813;BS003814;BS003812,5331295,COC1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,1221.0,sec,NXBNYUSXDBHELA-DHZHZOJOSA-N
BS785416,BS003775;BS003778;BS003777,5376979,C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)O)O,984.0,sec,JUMSUVHHUVPSOY-RMKNXTFCSA-N
BS550166,BS003494;BS003498;BS003499;BS003497,5378210,COC1=CC=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O,871.2,sec,SWYVZKGICYEZDR-UHFFFAOYSA-N
BS605620,BS003751;BS003750;BS003755;BS003753;BS003578;BS003583;BS003757;BS003756;BS003579;BS003577;BS003584,5378518,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)OC,744.0,sec,MEDOAKSPIIOKFU-UHFFFAOYSA-N
BS055141,BS003808;BS003809;BS003810,5380645,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=CC=C2)O,1254.6,sec,GUNGQVJAKLIYDG-JXMROGBWSA-N
BS468280,BS003417;BS003421;BS003419;BS003420;BS003422,5391150,COC1=CC=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O,713.4,sec,PFEQKIBOPJQNBI-UHFFFAOYSA-N
BS541327,BS003585;BS003586;BS003587,5393153,COC1=CC=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,720.6,sec,PTXIWVJSAQPKEY-UHFFFAOYSA-N
BS638296,BS003296,5393164,C1=CC2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C(=C3)O)O)O,276.0,sec,CCCIGFPBADVTFE-UHFFFAOYSA-N
BS979766,BS003762;BS003760;BS003761;BS003759;BS003758,5393174,COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O,808.2,sec,VGYCHSOZFBOOKO-UHFFFAOYSA-N
BS390933,BS003595;BS003598;BS003596;BS003600;BS003599,5458461,CC(C)/C=C/C1=C(C=C2C(=C1O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)OC,1596.0,sec,KRGDFVQWQJIMEK-RMKNXTFCSA-N
BS323520,BS001025,5486199,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O,208.8,sec,PUPKKEQDLNREIM-QNSQPKOQSA-N
BS446796,BS003238;BS003236;BS003234;BS003235,5490298,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,288.0,sec,BISZYPSIZGKOFA-IPOZFMEPSA-N
BS264504,BS001032;BS001031,5491657,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O,259.2,sec,FYBMGZSDYDNBFX-GXPPAHCZSA-N
BS478585,BS003765;BS003764;BS003766;BS003768;BS003767,5986673,COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC=C(C=C2)O)OC,742.2,sec,ZWNLSRDFHQCTQW-RMKNXTFCSA-N
BS692859,BS003893;BS003895;BS003891;BS003894,6419835,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,283.8,sec,LSHVYAFMTMFKBA-CTNGQTDRSA-N
BS161776,BS003120,6443339,CC(=CCC1=C(C=C(C(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)O)O)C,1126.2,sec,FUSADYLVRMROPL-UXBLZVDNSA-N
BS542341,BS003186;BS003190;BS003189;BS003187;BS003185,6918774,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,1407.0,sec,HFGSQOYIOKBQOW-ZSDYHTTISA-N
BS331567,BS003225;BS003229;BS003226;BS003224;BS003228,9851181,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O,384.6,sec,FKIYLTVJPDLUDL-SLNHTJRHSA-N
BS377823,BS003217;BS003216;BS003215;BS003213,10001495,CC(=CCC/C(=C/CC1=C(C=C2C(=C1O)C(=O)CC(O2)C3=CC=C(C=C3)O)O)/C)C,1495.2,sec,XYIQIBWIEGCVQY-FRKPEAEDSA-N
BS287658,BS003842;BS003845;BS003843;BS003844;BS003841,10095180,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,377.4,sec,YPWHZCPMOQGCDQ-HMGRVEAOSA-N
BS206881,BS003441;BS003437;BS003442;BS003443;BS003438;BS003434;BS003440;BS003439;BS003435;BS003436,10095770,COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,505.8,sec,YLYJXNTZVUEFJZ-DODNOZFWSA-N
BS461595,BS001129;BS001130,10440875,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5(C([C@@]4(C)CO)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8=O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,1123.2,sec,CROUPKILZUPLQA-SXXIBTJASA-N
BS038442,BS003504;BS003509;BS003507;BS003505;BS003508,10970376,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C(=C3)OC)OC)OC)O,1108.2,sec,FLCVGMVLNHYJAW-UHFFFAOYSA-N
BS081455,BS001057,11005824,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1397.4,sec,SPJFYYJXNPEZDW-FTJOPAKQSA-N
BS272505,BS003946;BS003945;BS003943;BS003948;BS003947,11250133,C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,106.2,sec,XFZJEEAOWLFHDH-UKWJTHFESA-N
BS924997,BS003540;BS003546;BS003545;BS003544;BS003541,11282394,C1=CC(=C(C=C1CCC(=O)C2=C(C(=C(C=C2O)O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,279.6,sec,VCPUQYKWJRESOC-VJXVFPJBSA-N
BS382697,BS001168,11294177,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,424.8,sec,GAMYVSCDDLXAQW-MIUGBVLSSA-N
BS947454,BS001040,11953815,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@@H](CC(=O)O)C(=O)O,296.4,sec,DUDGAPSRYCQPBG-UFFNRZRYSA-N
BS997051,BS003166;BS003163;BS003165;BS003164;BS003162,12308659,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@H]([C@]5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,1134.0,sec,JXSVIVRDWWRQRT-UMCOSQRYSA-N
BS811223,BS003493;BS003491;BS003490,12314367,C1C(OC2=CC(=C(C=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,264.0,sec,ZIKILYZOICUSQT-UHFFFAOYSA-N
BS308602,BS003700;BS003703;BS003699;BS003698;BS003701,13878151,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@H](CO6)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,1099.2,sec,RROGHRHLBLVQSG-UUWFFIQNSA-N
BS346769,BS003538;BS003537,14466293,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)OC,742.2,sec,HRFSSDXPHTZMLA-UHFFFAOYSA-N
BS352940,BS003200;BS003198;BS003192;BS003196;BS003193;BS003191;BS003202;BS003195;BS003199;BS003201,15917998,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@H](C5(C)C)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,1355.4,sec,HFGSQOYIOKBQOW-RFMFWNHYSA-N
BS275521,BS001026,15953752,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O,304.2,sec,GXLQUHPXGLZNGE-BJBZVNFPSA-N
BS517664,BS001015;BS001013;BS001012,23724663,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O,575.4,sec,RDTAGQKYPGLCBK-GOZZSVHWSA-N
BS324310,BS001022;BS001021,23724665,COC1=CC2=C(C=C1)[C@@H]3COC4=C([C@@H]3O2)C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)O)O)O)O,652.8,sec,BQAJKXKYTQTBDK-PCHDOLKHSA-N
BS857724,BS001063,24779469,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1293.6,sec,WKQNRCYKYCKESD-YVHLTTHBSA-N
BS878614,BS001019,44715452,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5(C([C@@]4(C)CO)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,1044.6,sec,PTDAHAWQAGSZDD-VJQGOKKYSA-N
BS895847,BS001218,49800176,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,375.6,sec,FLSOTPIEFVBPBU-LDBVRRDLSA-N
BS351099,BS001111,51136552,C[C@@]12CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H]([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O)C)C)[C@@H]1CC(C[C@H]2O)(C)C)C,1165.8,sec,NARQRJFIZNOSJV-JMMGJMLBSA-N
BS740460,BS003706;BS003709;BS003707;BS003708;BS003705,52912190,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@H](O8)C)O)O)O)O)O)O)O)O,663.0,sec,WYQVAPGDARQUBT-JVGKFWCXSA-N
BS201601,BS001058,52925130,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,1389.6,sec,DBHKHNGBVGWQJE-USWSLJGRSA-N
BS269732,BS003147;BS003143;BS003144;BS003148;BS003145;BS003146,52982847,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CCC5[C@@]4(CC(C(C5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,1143.0,sec,JXSVIVRDWWRQRT-VULHWTOISA-N
BS217236,BS001050,53480926,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1353.6,sec,SVRBKLJIDJHADS-USWSLJGRSA-N
BS573805,BS001052,53480928,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1250.4,sec,JGWWMNVPHKMUCV-WOBXFXBNSA-N
BS348542,BS003291;BS003289;BS003290;BS003286,54710971,CC1=CC(=C2C(=C1)C(=CC(=O)O2)O)C,669.0,sec,HVHIQQVTLCUBKA-UHFFFAOYSA-N
BS245940,BS003153;BS003157;BS003159;BS003156;BS003154;BS003151;BS003158;BS003150;BS003152;BS003160,69049736,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4([C@@H]([C@H]([C@H]([C@]5(C)CO)O)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,1049.4,sec,NFPZOORPDJBGME-LCRJMXSQSA-N
BS565146,BS001054,71768169,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,1361.4,sec,LSUXCWJOIAWGOU-FTJOPAKQSA-N
BS859075,BS003817;BS003818;BS003819,91196552,C1[C@H](OC2=C(C1=O)C=CC(=C2O)O)C3=CC(=C(C=C3)O)O,262.2,sec,ZPVNWCMRCGXRJD-ZDUSSCGKSA-N
BS496429,BS001173,101350244,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)OC(=O)CC(=O)O)O)O,550.8,sec,QMHKWODSZRYFTD-FSIWAFGDSA-N
BS851187,BS001010,101401716,CCCCC[C@H](C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@H](CO2)O)O)O)O)O)O,524.4,sec,VXNMHZVTDWLWRX-GNRUMFBNSA-N
BS044237,BS001211,101643968,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H]([C@@]4(C)CO)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8OC9CC(=O)C(=C(O9)C)O)(C)C)C)C)C)C)C(=O)O)O)O)O)O)O)O)O,1144.8,sec,VWKBHQGCNGULAZ-SKAPVUIPSA-N
BS271165,BS003530;BS003529,101834057,COC1=C(C=C(C=C1)C2CC(=O)C3=C(O2)C=CC=C3O)OC,974.4,sec,GREZGBHTSQIMAQ-UHFFFAOYSA-N
BS229329,BS001219;BS001220,101939793,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,426.6,sec,HJWFFBNADKDQPV-KHYDEXNFSA-N
BS308439,BS003626,102004611,COC1=CC=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,603.0,sec,KEEWIHDTSNESJZ-ZJHVPRRPSA-N
BS304349,BS003628;BS003633;BS003630;BS003632,102004611,COC1=CC=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,603.0,sec,KEEWIHDTSNESJZ-ZJHVPRRPSA-N
BS632323,BS003623;BS003624;BS003635;BS003631;BS003625;BS003621,102004611,COC1=CC=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,603.0,sec,KEEWIHDTSNESJZ-ZJHVPRRPSA-N
BS419908,BS003637;BS003627;BS003638;BS003618;BS003636;BS003629;BS003622;BS003619,102004611,COC1=CC=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,603.0,sec,KEEWIHDTSNESJZ-ZJHVPRRPSA-N
BS604118,BS001227,102152390,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O,228.6,sec,QBUOTXXACHDTNW-MWBUVXCNSA-N
BS883490,BS003572,129685457,C1C(OC2=C(C=CC(=C2C1=O)O)O)C3=CC=CC=C3,750.0,sec,JJRIYFGZKRETII-UHFFFAOYSA-N
