accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type
EA69099273,EA029962;EA029954;EA029960;EA029959;EA029953;EA029961;EA029956;EA029952;EA029955;EA029958;EA029957,65280,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C,5.7,min,GXPIUNZCALHVBA-UHFFFAOYSA-N,[M-H]-
EA24642977,EA280554;EA280552;EA280562;EA280558;EA280555;EA280556;EA280559;EA280553;EA280560;EA280561;EA280563,65999,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,9.5,min,RMMXLENWKUUMAY-UHFFFAOYSA-N,[M-H]-
EA33737566,EA065461,66707,C1=CC(=CC2=C1C=CC(=C2)S(=O)(=O)O)S(=O)(=O)O,1.2,min,VILFVXYKHXVYAB-UHFFFAOYSA-N,[M-H]-
EA81136008,EA024762;EA024757;EA024756;EA024755;EA024753;EA024763;EA024758;EA024759;EA024761;EA024760;EA024752;EA024754,66855,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C)C,4.6,min,LJKAKWDUZRJNPJ-UHFFFAOYSA-N,[M-H]-
EA75324578,EA024960;EA024953;EA024959;EA024952,67183,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,4.3,min,KXNXWINFSDKMHD-UHFFFAOYSA-N,[M-H]-
EA60510604,EA271557;EA271559;EA271558;EA271553;EA271552;EA271555;EA271554,67542,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,9.3,min,PXUULQAPEKKVAH-UHFFFAOYSA-N,[M-H]-
EA31070260,EA271659;EA271653;EA271655;EA271654;EA271652;EA271658,67818,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,11.1,min,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,[M-H]-
EA50591831,EA271859;EA271852;EA271853;EA271857;EA271854;EA271856;EA271858,67821,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,13.9,min,UZUFPBIDKMEQEQ-UHFFFAOYSA-N,[M-H]-
EA00590630,EA067358;EA067355;EA067357;EA067359;EA067356;EA067361;EA067354;EA067360;EA067363;EA067353;EA067352;EA067362,67874,C1=CC(=CC=C1C(F)(F)F)O,8.9,min,BAYGVMXZJBFEMB-UHFFFAOYSA-N,[M-H]-
EA20934496,EA284861;EA284852;EA284854;EA284859;EA284863;EA284862;EA284860;EA284858;EA284856;EA284853;EA284855;EA284857,71158,CC(=O)NCCCS(=O)(=O)O,1.0,min,AFCGFAGUEYAMAO-UHFFFAOYSA-N,[M-H]-
EA89314570,EA070352;EA070358,71485,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,4.4,min,BAQAVOSOZGMPRM-QBMZZYIRSA-N,[M-H]-
EA93609637,EA012963;EA012953;EA012960;EA012957;EA012962;EA012955;EA012956;EA012958;EA012961;EA012952;EA012959;EA012954,73281,CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,7.0,min,RTCOGUMHFFWOJV-UHFFFAOYSA-N,[M-H]-
EA84833372,EA012457;EA012455;EA012456;EA012458;EA012462;EA012461;EA012454;EA012452;EA012453;EA012460;EA012463;EA012459,73674,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,6.9,min,AHTPATJNIAFOLR-UHFFFAOYSA-N,[M-H]-
EA33499378,EA271457;EA271458;EA271459;EA271452;EA271460,75921,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,7.3,min,CXZGQIAOTKWCDB-UHFFFAOYSA-N,[M-H]-
EA17024395,EA080458;EA080463;EA080452;EA080453;EA080460;EA080457;EA080459;EA080456;EA080461;EA080454;EA080462;EA080455,76857,C1=C(C=C(C(=C1Br)O)Br)C(=O)O,7.3,min,PHWAJJWKNLWZGJ-UHFFFAOYSA-N,[M-H]-
EA81175067,EA272252,77222,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,16.3,min,SIDINRCMMRKXGQ-UHFFFAOYSA-N,[M-H]-
EA15917926,EA273153,77797,CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,17.1,min,CCEKAJIANROZEO-UHFFFAOYSA-N,[M-H]-
EA05462774,EA029656;EA029660;EA029658;EA029652;EA029662;EA029655;EA029653;EA029654;EA029657;EA029659;EA029661,78441,CN(C)S(=O)(=O)NC1=CC=CC=C1,6.3,min,QCDQDISRALTLNQ-UHFFFAOYSA-N,[M-H]-
EA82689090,EA293961;EA293954;EA293953;EA293958;EA293962;EA293963;EA293955;EA293956;EA293957;EA293959;EA293960;EA293952,86137,CC(C)C1(C(=O)NC(=N1)C2=NC=C(C=C2C(=O)O)COC)C,5.7,min,NUPJIGQFXCQJBK-UHFFFAOYSA-N,[M-H]-
EA75220603,EA016253;EA016258;EA016257;EA016255;EA016256;EA016262;EA016263;EA016254;EA016261;EA016259;EA016252;EA016260,86398,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,10.7,min,MUJOIMFVNIBMKC-UHFFFAOYSA-N,[M-H]-
EA56348675,EA270956;EA270958;EA270953;EA270954;EA270959;EA270955;EA270952,86418,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,4.6,min,YWTYJOPNNQFBPC-UHFFFAOYSA-N,[M-H]-
EA56050515,EA070159;EA070152;EA070153;EA070158,86863,C1CCNC(C1)C(C2=CC=CC=C2)C(=O)O,4.8,min,INGSNVSERUZOAK-UHFFFAOYSA-N,[M-H]-
EA86698096,EA014755;EA014762;EA014757;EA014753;EA014759;EA014761;EA014756;EA014760;EA014752;EA014763;EA014758;EA014754,91701,CC(C(=O)O)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,10.8,min,YUVKUEAFAVKILW-UHFFFAOYSA-N,[M-H]-
EA35448000,EA011960;EA011961;EA011954;EA011962;EA011953;EA011959;EA011952;EA011958;EA011963;EA011956;EA011955,91731,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,15.9,min,UZCGKGPEKUCDTF-UHFFFAOYSA-N,[M-H]-
EA61250194,EA293155;EA293153;EA293156,91734,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F,16.1,min,CJDWRQLODFKPEL-UHFFFAOYSA-N,[M-H]-
EA50207597,EA029054;EA029062;EA029053;EA029056;EA029060;EA029059;EA029061;EA029063;EA029052;EA029055;EA029058,91760,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl,6.8,min,PQTBTIFWAXVEPB-UHFFFAOYSA-N,[M-H]-
