accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
NA20066885,NA002944;NA002948;NA003319;NA003323;NA003322;NA003689;NA002946;NA003691;NA002945;NA003320;NA003321;NA002551;NA002553;NA003693;NA002947;NA002554;NA003690;NA002552;NA002555;NA003692,15376,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O,6.603,min,RXPRRQLKFXBCSJ-GIVPXCGWSA-N,[M+H]+,C21H26N2O3
NA89194082,NA002485;NA002484,36314,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,12.34,min,RCINICONZNJXQF-MZXODVADSA-N,[M+H]+,C47H51NO14
NA32404426,NA001007;NA001005;NA001003,65085,C1=NC2=C(NC(=O)N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,0.535,min,MIKUYHXYGGJMLM-UUOKFMHZSA-N,[M+H]+,C10H13N5O5
NA77581736,NA001493;NA001748;NA001364;NA001112;NA000856;NA001637;NA001875;NA001991;NA001635;NA001623;NA002132;NA000987;NA002134;NA001873;NA001871;NA001746;NA000860;NA001491;NA001116;NA001114;NA000983;NA001489;NA001366;NA000858;NA000985;NA001368;NA001989;NA001993;NA002130;NA001744,65576,C[C@H]1CC[C@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1,9.999,min,XYNPYHXGMWJBLV-VXPJTDKGSA-N,[M+H]+,C27H45NO2
NA99833767,NA001109;NA000978;NA001107;NA001741;NA000851;NA001359;NA001988;NA002104;NA001634;NA001484;NA001739;NA001870;NA000855;NA000853;NA001743;NA001984;NA001237;NA001235;NA001488;NA002100;NA001866;NA001986;NA000980;NA000982;NA001868;NA001363;NA001486;NA001619;NA001111;NA001361;NA002102;NA001621;NA001233,66093,CCCCC(=O)C1=CC=CC=C1,11.57,min,XKGLSKVNOSHTAD-UHFFFAOYSA-N,[M+H]+,C11H14O
NA11253238,NA003183;NA002405;NA002802;NA002404;NA002407;NA002800;NA003547;NA002803;NA003180;NA002408;NA003545;NA002406;NA002801;NA002799;NA003548;NA003182;NA003546;NA003544;NA003179;NA003181,68313,CN(C)CCC1=CC=C(C=C1)O,0.547,min,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,[M+H]+,C10H15NO
NA24729095,NA001826;NA001708;NA000813;NA001946;NA001069;NA001944;NA001192;NA001323;NA000815;NA001942;NA001828;NA001704;NA001583;NA002060;NA001824;NA001446;NA001067;NA001196;NA001706;NA002058;NA000970;NA001579;NA001581;NA001444;NA000972;NA001319;NA001321;NA001448;NA001194;NA002062;NA001065,68827,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,11.318,min,BLUAFEHZUWYNDE-NNWCWBAJSA-N,[M+H]+,C15H22O5
NA01360999,NA001013;NA001263;NA001649;NA002129;NA001900;NA001141;NA001017;NA000886;NA001653;NA001771;NA001896;NA001139;NA001898;NA001651;NA001773;NA002127;NA001137;NA001261;NA001393;NA001389;NA000884;NA001769;NA001518;NA001015;NA001391;NA001516;NA001259;NA001514;NA002125,72277,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,3.139,min,XMOCLSLCDHWDHP-IUODEOHRSA-N,[M+H]+,C15H14O7
NA23928233,NA002896;NA003269;NA003270;NA003271;NA003642;NA002501;NA003272;NA002895;NA002502;NA003639;NA002504;NA002894;NA002503;NA003273;NA002898;NA003643;NA003641;NA003640;NA002505;NA002897,72378,C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2C1=C[C@@H]([C@H]5O)O)OCO4,0.623,min,XGVJWXAYKUHDOO-DANNLKNASA-N,[M+H]+,C16H17NO4
NA47225391,NA003632;NA002493;NA002887;NA002884;NA003633;NA003630;NA003629;NA002492;NA002495;NA002886;NA002494;NA003631;NA002885;NA002491;NA002888,84800,CCCCCC1=CC(=O)C=C(C1=O)OC,11.153,min,WLWIMKWZMGJRBS-UHFFFAOYSA-N,[M+H]+,C12H16O3
NA44044551,NA003087;NA003086;NA003450;NA002317;NA002707;NA002705;NA002314;NA002318;NA003088;NA003452;NA002704;NA003449;NA002315;NA003453;NA003085;NA003084;NA002708;NA002316;NA003451;NA002706,89594,CN1CCC[C@H]1C2=CN=CC=C2,0.457,min,SNICXCGAKADSCV-JTQLQIEISA-N,[M+H]+,C10H14N2
NA78603018,NA003470;NA003104;NA003473;NA002329;NA002725;NA003469;NA003108;NA002331;NA002333;NA002728;NA003471;NA002727;NA003472;NA002330;NA002332;NA003107;NA003106;NA002724;NA003105;NA002726,91466,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,0.702,min,ZSBXGIUJOOQZMP-JLNYLFASSA-N,[M+H]+,C15H24N2O
NA74109200,NA002700;NA002300;NA002701;NA003445;NA003083;NA003446;NA003447;NA003448;NA003081;NA003079;NA003082;NA003444;NA002303;NA003080;NA002697;NA002302;NA002304;NA002301;NA002699;NA002698,99474,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,15.254,min,WQLVFSAGQJTQCK-VKROHFNGSA-N,[M+H]+,C27H42O3
NA96706385,NA002342;NA002734;NA002341;NA002737;NA002738;NA003118;NA003115;NA002339;NA003482;NA002343;NA003117;NA003114;NA003116;NA002736;NA003483;NA003479;NA002735;NA003480;NA003481;NA002340,107938,C[C@@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)O)O)O,1.03,min,SFVVQRJOGUKCEG-ZGFBFQLVSA-N,[M+H]+,C15H25NO5
NA65086906,NA002820;NA003564;NA002425;NA002428;NA002823;NA002821;NA003565;NA003567;NA002427;NA002819;NA003200;NA003201;NA003199;NA002424;NA003566;NA002822;NA003203;NA003568;NA003202;NA002426,114843,C[C@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)O)O)O,1.038,min,SFVVQRJOGUKCEG-OPQSFPLASA-N,[M+H]+,C15H25NO5
NA52646654,NA001269;NA001271;NA001779;NA002137;NA001403;NA001023;NA001906;NA001147;NA001661;NA001528;NA001526;NA002021;NA001273;NA001151;NA001025;NA002023;NA001781;NA000894;NA001908;NA000896;NA001401;NA000892;NA001663;NA002139;NA001399;NA001027;NA002135;NA001149;NA001524;NA002019;NA001783;NA001659;NA001910,115049,C[C@@H]1CC2=CC(=C(C(=C2C1=O)C)CCO)C,10.329,min,SJNCSXMTBXDZQA-SECBINFHSA-N,[M+H]+,C14H18O2
