accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
EQ64320106,EQ329906;EQ329905;EQ329903;EQ329904;EQ329902;EQ329901,681,C1=CC(=C(C=C1CCN)O)O,0.9,min,VYFYYTLLBUKUHU-UHFFFAOYSA-N,[M+H]+,C8H11NO2
EQ31226306,EQ311501;EQ311502;EQ311505;EQ311506;EQ311504;EQ311503,991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],12.6,min,LCCNCVORNKJIRZ-UHFFFAOYSA-N,[M+H]+,C10H14NO5PS
EQ54568005,EQ331902;EQ331906;EQ331901;EQ331903;EQ331904;EQ331905,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,7.6,min,CXOFVDLJLONNDW-UHFFFAOYSA-N,[M+H]+,C15H12N2O2
EQ23663222,EQ312201;EQ312206;EQ312203;EQ312202;EQ312204;EQ312205,1981,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,12.9,min,FSQKKOOTNAMONP-UHFFFAOYSA-N,[M+H]+,C21H18ClNO6
EQ28007186,EQ301105;EQ301102;EQ301106;EQ301104;EQ301103;EQ301101,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,2.5,min,BZKPWHYZMXOIDC-UHFFFAOYSA-N,[M+H]+,C4H6N4O3S2
EQ37837677,EQ312405;EQ312403;EQ312404;EQ312401;EQ312402;EQ312406,2130,C1C2CC3CC1CC(C2)(C3)N,4.6,min,DKNWSYNQZKUICI-UHFFFAOYSA-N,[M+H]+,C10H17N
EQ11152656,EQ306703;EQ306704;EQ306706;EQ306702;EQ306701;EQ306705,2157,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,14.4,min,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,[M+H]+,C25H29I2NO3
EQ14112026,EQ329604;EQ329601;EQ329602;EQ329603;EQ329606;EQ329605,2326,CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3,8.8,min,JTUQXGZRVLWBCR-UHFFFAOYSA-N,[M+H]+,C21H27NO
EQ30686961,EQ285303;EQ285301;EQ285304;EQ285306,2327,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,0.8,min,BNQDCRGUHNALGH-UHFFFAOYSA-N,[M+H]+,C10H15N3O5
EQ06014612,EQ301301;EQ301306;EQ301304;EQ301302;EQ301303;EQ301305,2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,6.1,min,VHYCDWMUTMEGQY-UHFFFAOYSA-N,[M+H]+,C18H31NO4
