accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
EQ60302906,EQ359206;EQ359204;EQ359205;EQ359209;EQ359208;EQ359203;EQ359202;EQ359207;EQ359201,2783,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,4.6,min,STJMRWALKKWQGH-UHFFFAOYSA-N,[M+H]+,C12H18Cl2N2O
EQ00725445,EQ359303;EQ359307;EQ359301;EQ359304;EQ359302;EQ359305;EQ359306;EQ359309;EQ359308,2789,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,8.4,min,CXOXHMZGEKVPMT-UHFFFAOYSA-N,[M+H]+,C16H13ClN2O2
EQ01706114,EQ366905;EQ366909;EQ366907;EQ366903;EQ366901;EQ366906;EQ366908;EQ366904;EQ366902,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,9.2,min,GDLIGKIOYRNHDA-UHFFFAOYSA-N,[M+H]+,C19H23ClN2
EQ46480568,EQ320003;EQ320007;EQ320006;EQ320001;EQ320002;EQ320005;EQ320009;EQ320004;EQ320008,2883,CCN(C1=CC=CC=C1C)C(=O)C=CC,9.8,min,DNTGGZPQPQTDQF-UHFFFAOYSA-N,[M+H]+,C13H17NO
EQ58322132,EQ370109;EQ370101;EQ370107;EQ370106;EQ370105;EQ370103;EQ370102;EQ370104;EQ370108,2943,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,13.4,min,NPOJQCVWMSKXDN-UHFFFAOYSA-N,[M+H]+,C10H6Cl4O4
EQ30728461,EQ364401;EQ364403;EQ364404;EQ364406;EQ364408;EQ364407;EQ364405;EQ364409;EQ364402,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,3.8,min,MQJKPEGWNLWLTK-UHFFFAOYSA-N,[M+H]+,C12H12N2O2S
EQ12984166,EQ362908;EQ362904;EQ362909;EQ362901;EQ362905;EQ362906;EQ362903;EQ362907;EQ362902,2978,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O,17.8,min,CYQFCXCEBYINGO-UHFFFAOYSA-N,[M+H]+,C21H30O2
EQ06930470,EQ360801;EQ360805;EQ360807;EQ360804;EQ360802;EQ360806;EQ360809;EQ360808;EQ360803,2997,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,9.3,min,AKPLHCDWDRPJGD-UHFFFAOYSA-N,[M+H]+,C15H11ClN2O
EQ43513576,EQ367008;EQ367004;EQ367009;EQ367003;EQ367005;EQ367007;EQ367006;EQ367001;EQ367002,3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,14.2,min,DOIRQSBPFJWKBE-UHFFFAOYSA-N,[M+H]+,C16H22O4
EQ00125516,EQ366504;EQ366503;EQ366509;EQ366505;EQ366506;EQ366501;EQ366507;EQ366508;EQ366502,3041,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,9.6,min,YFAGHNZHGGCZAX-UHFFFAOYSA-N,[M+H]+,C19H17Cl2N3O5S
EQ04061850,EQ335202;EQ335201;EQ335204;EQ335209;EQ335206;EQ335203;EQ335205;EQ335208;EQ335207,3100,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,6.6,min,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,[M+H]+,C17H21NO
EQ37425186,EQ367603;EQ367605;EQ367608;EQ367604;EQ367601;EQ367602;EQ367609;EQ367606;EQ367607,3158,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,6.8,min,ODQWQRRAPPTVAG-UHFFFAOYSA-N,[M+H]+,C19H21NO
EQ16232857,EQ367903;EQ367904;EQ367902;EQ367909;EQ367901;EQ367908;EQ367907;EQ367905;EQ367906,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,5.9,min,RMEDXOLNCUSCGS-UHFFFAOYSA-N,[M+H]+,C22H22FN3O2
EQ32245313,EQ365105;EQ365109;EQ365106;EQ365108;EQ365102;EQ365103;EQ365107;EQ365104;EQ365101,3289,CCCSP(=O)(OCC)SCCC,11.5,min,VJYFKVYYMZPMAB-UHFFFAOYSA-N,[M+H]+,C8H19O2PS2
EQ88558987,EQ365209;EQ365202;EQ365208;EQ365205;EQ365206;EQ365203;EQ365201;EQ365204;EQ365207,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,7.0,min,DECIPOUIJURFOJ-UHFFFAOYSA-N,[M+H]+,C14H19NO
EQ90077584,EQ364009;EQ364007;EQ364008;EQ364002;EQ364001;EQ364005;EQ364003;EQ364004;EQ364006,3345,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,6.0,min,PJMPHNIQZUBGLI-UHFFFAOYSA-N,[M+H]+,C22H28N2O
EQ51204308,EQ364209;EQ364207;EQ364201;EQ364204;EQ364205;EQ364203;EQ364202;EQ364208;EQ364206,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,7.3,min,DPSPPJIUMHPXMA-UHFFFAOYSA-N,[M+H]+,C14H12FNO3
