accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
AU75973853,AU151303;AU151301;AU151302;AU151304;AU151306;AU151305,2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,6.324,min,WSEQXVZVJXJVFP-UHFFFAOYSA-N,[M+H]+,C20H21FN2O
AU70194114,AU159806,2789,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,8.145,min,CXOXHMZGEKVPMT-UHFFFAOYSA-N,[M+H]+,C16H13ClN2O2
AU33156725,AU271903;AU271902;AU271906;AU271904;AU271901,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,10.986,min,KNHUKKLJHYUCFP-UHFFFAOYSA-N,[M+H]+,C12H15ClO3
AU21663403,AU152706,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,9.244,min,GDLIGKIOYRNHDA-UHFFFAOYSA-N,[M+H]+,C19H23ClN2
AU69129327,AU272001;AU272006;AU272002;AU272004;AU272005;AU272003,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,3.661,min,GJSURZIOUXUGAL-UHFFFAOYSA-N,[M+H]+,C9H9Cl2N3
AU40903341,AU268903;AU268902;AU268906;AU268901;AU268905;AU268904,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,11.151,min,VNFPBHJOKIVQEB-UHFFFAOYSA-N,[M+H]+,C22H17ClN2
AU37030822,AU272704;AU272701;AU272702;AU272705;AU272706;AU272703,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,6.188,min,CMSMOCZEIVJLDB-UHFFFAOYSA-N,[M+H]+,C7H15Cl2N2O2P
AU20016115,AU158301;AU158305;AU158304;AU158303;AU158302,2978,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O,13.776,min,CYQFCXCEBYINGO-UHFFFAOYSA-N,[M+H]+,C21H30O2
AU85169823,AU161104;AU161105;AU161102;AU161103,2997,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,8.9,min,AKPLHCDWDRPJGD-UHFFFAOYSA-N,[M+H]+,C15H11ClN2O
AU05147981,AU154002;AU154001,3007,CC(CC1=CC=CC=C1)N,4.385,min,KWTSXDURSIMDCE-UHFFFAOYSA-N,[M+H]+,C9H13N
